Name,Latitude,Longitude,Location,Location Details,Asset Type,Operations,Container Type,Volume(m^2),Weight Capacity
59,52.1653164,5.4016733,Service Point,Stichting Masjid El Fath,Textile Container,Textile Collection,JoBa,2.909,250
58,51.6882392,5.1342551,Service Point,ISN Haci Bayram Veli Drunen,Textile Container,Textile Collection,JoBa,2.909,250
57,51.9338695,4.7903846,Service Point,Krimpenerwaard - Meidoornstraat 84,Textile Container,Textile Collection,JoBa,2.909,250
56,51.9250702,4.7817991,Service Point,Krimpenerwaard - Milieustraat Veerweg,Textile Container,Textile Collection,JoBa,2.909,250
55,51.9250702,4.7817991,Service Point,Krimpenerwaard - Milieustraat Veerweg,Textile Container,Textile Collection,JoBa,2.909,250
54,51.9250702,4.7817991,Service Point,Krimpenerwaard - Milieustraat Veerweg,Textile Container,Textile Collection,JoBa,2.909,250
53,51.8975253,4.6802839,Service Point,Krimpenerwaard - Potgieterstraat 1,Textile Container,Textile Collection,JoBa,2.909,250
52,51.6882392,5.1342551,Service Point,ISN Haci Bayram Veli Drunen,Textile Container,Textile Collection,JoBa,2.909,250
51,51.8984506,4.6874369,Service Point,Koningin Wilhelmina school,Textile Container,Textile Collection,JoBa,2.909,250
50,51.9036152,4.6888766,Service Point,Krimpenerwaard - Weidelaan 1,Textile Container,Textile Collection,JoBa,2.909,250
49,51.6946295,5.2700988,Service Point,ISN Orhan Gazi 's-Hertogenbosch,Textile Container,Textile Collection,JoBa,2.909,250
48,51.8863989,5.4371692,Service Point,ISN Ahmet Yesevi Tiel,Textile Container,Textile Collection,JoBa,2.909,250
47,51.9292214,4.7853952,Service Point,Krimpenerwaard - Dijklaan 15,Textile Container,Textile Collection,JoBa,2.909,250
46,51.9338695,4.7903846,Service Point,Krimpenerwaard - Meidoornstraat 84,Textile Container,Textile Collection,JoBa,2.909,250
45,51.8937347,4.6276926,Service Point,Krimpenerwaard - Koningin Julianastraat 77,Textile Container,Textile Collection,JoBa,2.909,250
44,51.564277,4.644055,Service Point,De Vier Heemskinderen,Textile Container,Textile Collection,JoBa,2.909,250
42,0.1103781971071151,-0.0955155764757354,Service Point,ISN Ahmet Yesevi Oosterhout,Textile Container,Textile Collection,JoBa,2.909,250
41,51.9467617,4.8533741,Service Point,Krimpenerwaard - Doelenplein 5,Textile Container,Textile Collection,JoBa,2.909,250
40,51.6916275,5.3472563,Service Point,Dierentehuis 's-Hertogenbosch,Textile Container,Textile Collection,JoBa,2.909,250
39,51.61341,5.2911697,Service Point,BS Willibrordus Esch,Textile Container,Textile Collection,JoBa,2.909,250
38,51.9467617,4.8533741,Service Point,Krimpenerwaard - Doelenplein 5,Textile Container,Textile Collection,JoBa,2.909,250
37,51.826375856849396,4.344346450015518,Service Point,Reinis - Schoollaan,Textile Container,Textile Collection,JoBa,2.909,250
36,51.82805676377245,4.327110591371431,Service Point,Reinis - Klokbekerkreek,Textile Container,Textile Collection,JoBa,2.909,250
35,51.82805676377245,4.327110591371431,Service Point,Reinis - Klokbekerkreek,Textile Container,Textile Collection,JoBa,2.909,250
34,52.3533992,4.9172612,Service Point,Moskee Eyup Sultan Amsterdam,Textile Container,Textile Collection,JoBa,2.909,250
33,52.3596204,4.9389266,Service Point,Stichting Islamic Relief Nederland,Textile Container,Textile Collection,JoBa,2.909,250
32,51.698422,5.3002619,Service Point,Moskee Arrahma Den Bosch,Textile Container,Textile Collection,JoBa,2.909,250
31,51.83988598805551,4.338150273529982,Service Point,Reinis - Groenewoud,Textile Container,Textile Collection,JoBa,2.909,250
30,51.83988598805551,4.338150273529982,Service Point,Reinis - Groenewoud,Textile Container,Textile Collection,JoBa,2.909,250
29,51.6430283,4.8636653,Service Point,ISN Ahmet Yesevi Oosterhout,Textile Container,Textile Collection,JoBa,2.909,250
28,51.61341,5.2911697,Service Point,BS Willibrordus Esch,Textile Container,Textile Collection,JoBa,2.909,250
27,51.490223,5.444745,Service Point,De Achtbaan Caenlaan,Textile Container,Textile Collection,JoBa,2.909,250
26,51.6946295,5.2700988,Service Point,ISN Orhan Gazi 's-Hertogenbosch,Textile Container,Textile Collection,JoBa,2.909,250
25,51.421314,5.489867,Service Point,De Talisman,Textile Container,Textile Collection,JoBa,2.909,250
24,51.439175,5.515887,Service Point,Stichting Turkse Gemeenschap Mevlana Eindhoven,Textile Container,Textile Collection,JoBa,2.909,250
23,51.6080659,5.5462679,Service Point,ISN Veghel Selimiye,Textile Container,Textile Collection,JoBa,2.909,250
22,51.6080659,5.5462679,Service Point,ISN Veghel Selimiye,Textile Container,Textile Collection,JoBa,2.909,250
21,51.6080659,5.5462679,Service Point,ISN Veghel Selimiye,Textile Container,Textile Collection,JoBa,2.909,250
20,52.2956844,4.6887186,Service Point,Moskee Ar-Rahman,Textile Container,Textile Collection,JoBa,2.909,250
18,52.3585461,4.7892965,Service Point,ISN Haci Bayram Amsterdam,Textile Container,Textile Collection,JoBa,2.909,250
17,51.61341,5.2911697,Service Point,BS Willibrordus Esch,Textile Container,Textile Collection,JoBa,2.909,250
16,51.8417932,4.3232644,Service Point,Reinis - Sterrenhof,Textile Container,Textile Collection,JoBa,2.909,250
15,52.3585461,4.7892965,Service Point,ISN Haci Bayram Amsterdam,Textile Container,Textile Collection,JoBa,2.909,250
14,51.833297176921654,4.343714935690165,Service Point,Reinis - Vlinderveen,Textile Container,Textile Collection,JoBa,2.909,250
13,51.833297176921654,4.343714935690165,Service Point,Reinis - Vlinderveen,Textile Container,Textile Collection,JoBa,2.909,250
11,51.85081473327861,4.331961726300194,Service Point,Reinis - Damstraat,Textile Container,Textile Collection,JoBa,2.909,250
10,51.84718882074214,4.350402868079778,Service Point,Reinis - Rivierlaan,Textile Container,Textile Collection,JoBa,2.909,250
9,51.86192,4.236245,Service Point,Reinis - Nico de Regtplein,Textile Container,Textile Collection,JoBa,2.909,250
8,52.3596204,4.9389266,Service Point,Stichting Islamic Relief Nederland,Textile Container,Textile Collection,JoBa,2.909,250
7,51.505406,5.390617,Service Point,ISN Mescid-i Kuba Best,Textile Container,Textile Collection,JoBa,2.909,250
6,51.85353951567903,4.3388871366837165,Service Point,Reinis - Fregat,Textile Container,Textile Collection,JoBa,2.909,250
5,51.86220834972566,4.259156268765452,Service Point,Reinis - Prinses Julianaplein,Textile Container,Textile Collection,JoBa,2.909,250
4,51.86220834972566,4.259156268765452,Service Point,Reinis - Prinses Julianaplein,Textile Container,Textile Collection,JoBa,2.909,250
3,51.822115289102726,4.2866145568019896,Service Point,Reinis - Prinses Ireneplein,Textile Container,Textile Collection,JoBa,2.909,250
2,51.82139410254698,4.259545436356805,Service Point,Reinis - Meester P.J. Oudweg,Textile Container,Textile Collection,JoBa,2.909,250
1,51.88104848743634,4.618167323959846,Service Point,Reinis - Meester P.J. Oudweg,Textile Container,Textile Collection,JoBa,2.909,250
