Service Point Name,Operations,Latitude,Longitude,Address,Location Details,total_capacity_kg,Service Point_x,total_kg,avg_kg,total_bags,avg_bags,Service Point_y,tasks_per_week,weekly_fill_pct,avg_fill_pct,container_count
School de Plevier,Textile Collection,51.85891984,4.377214438,"Plevier 64, 3191 GA Hoogvliet Rotterdam, Netherlands",School de Plevier,250.0,School de Plevier,5155.44,125.74243902439024,1031.0,25.146341463414632,School de Plevier,1.0769230769230769,1.0,0.5029697560975609,1
Dakpark school,Textile Collection,51.907832,4.4423955,"Catharina Beersmansstraat 80, 3025 EJ Rotterdam, Netherlands",Dakpark school,250.0,Dakpark school,5295.23,135.7751282051282,1097.0,28.128205128205128,Dakpark school,1.024390243902439,1.0,0.5431005128205127,1
De Kleine Prins Rotterdam,Textile Collection,51.9411108,4.5416623,"19, Van Bassenstraat, Het Lage Land, Prins Alexander, Rotterdam, South Holland, Netherlands, 3067 XC, Netherlands",De Kleine Prins Rotterdam,250.0,De Kleine Prins Rotterdam,4671.47,116.78675000000001,979.0,24.475,De Kleine Prins Rotterdam,1.050656660412758,1.0,0.46714700000000003,1
Gultepe Moskee,Textile Collection,51.9311926,4.4825934,"137, Erasmusstraat, Oude Noorden, Noord, Rotterdam, South Holland, Netherlands, 3035 LD, Netherlands",0,0.0,Gultepe Moskee,434.91,434.91,80.0,80.0,Gultepe Moskee,0.02626641651031895,1.0,1.0,0
Laurens den Hoogenban Rotterdam,Textile Collection,51.9316332,4.4316748,"31, Van der Sasstraat, Kleinpolder-West, Kleinpolder, Overschie, Rotterdam, South Holland, Netherlands, 3042 NM, Netherlands",Laurens den Hoogenban Rotterdam,250.0,Laurens den Hoogenban Rotterdam,3347.4,196.90588235294118,720.0,42.35294117647059,Laurens den Hoogenban Rotterdam,0.4465290806754222,1.0,0.7876235294117647,1
Stichting Birlik Rotterdam,Textile Collection,51.896784,4.4997407,"53A, Blazoenstraat, Bloemhof, Feijenoord, Rotterdam, South Holland, Netherlands, 3073 HB, Netherlands",0,0.0,Stichting Birlik Rotterdam,16086.53,214.48706666666666,3274.0,43.078947368421055,Stichting Birlik Rotterdam,1.9831144465290809,1.0,1.0,0
ISN Ulu Rotterdam,Textile Collection,51.9297384,4.504974,"267, Oudedijk, Kralingen-West, Kralingen-Crooswijk, Rotterdam, South Holland, Netherlands, 3061 AK, Netherlands",ISN Ulu Rotterdam,250.0,ISN Ulu Rotterdam,3524.62,251.75857142857143,744.0,49.6,ISN Ulu Rotterdam,0.3808630393996248,1.0,1.0,1
Stichting Huis van de wijk De Nieuwe Nachtegaal,Textile Collection,51.8848527,4.4676438,"21, Mezenhof, Oud-Charlois, Charlois, Rotterdam, South Holland, Netherlands, 3082 ZE, Netherlands",0,0.0,Stichting Huis van de wijk De Nieuwe Nachtegaal,7180.7699999999995,98.36671232876712,1458.0,19.972602739726028,Stichting Huis van de wijk De Nieuwe Nachtegaal,1.9174484052532834,1.0,1.0,0
ISN Mevlana Rotterdam,Textile Collection,51.9212856,4.4415014,"Mevlana moskee, Mevlanaplein, Nieuwe Westen, Delfshaven, Rotterdam, South Holland, Netherlands, 3022 EP, Netherlands",0,0.0,ISN Mevlana Rotterdam,34719.62,439.4888607594937,7043.0,89.15189873417721,ISN Mevlana Rotterdam,2.075046904315197,1.0,1.0,0
Hockey Club Rotterdam,Textile Collection,51.9682355,4.4843116,"HC Rotterdam, Ankie Verbeek-Ohrlaan, Schiebroek, Hillegersberg-Schiebroek, Rotterdam, South Holland, Netherlands, 3054 WH, Netherlands",Hockey Club Rotterdam,500.0,Hockey Club Rotterdam,3335.37,370.59666666666664,684.0,76.0,Hockey Club Rotterdam,0.23639774859287055,1.0,0.7411933333333333,2
ISN Laleli Rotterdam,Textile Collection,51.8884252,4.4743853,"9, Gruttostraat, Carnisse, Charlois, Rotterdam, South Holland, Netherlands, 3083 KZ, Netherlands",0,0.0,ISN Laleli Rotterdam,20497.66,259.4640506329114,4153.0,52.56962025316456,ISN Laleli Rotterdam,2.075046904315197,1.0,1.0,0
Transvalia ZW,Textile Collection,51.8659993,4.4666119,"Kalverpad, Charlois, Rotterdam, South Holland, Netherlands, 3084 LP, Netherlands",Transvalia ZW,250.0,Transvalia ZW,2267.9,226.79000000000002,456.0,45.6,Transvalia ZW,0.2626641651031895,1.0,0.9071600000000001,1
ISN Kocatepe Rotterdam,Textile Collection,51.8991406,4.5027071,"40A, Afrikaanderplein, Afrikaanderwijk, Feijenoord, Rotterdam, South Holland, Netherlands, 3072 EC, Netherlands",0,0.0,ISN Kocatepe Rotterdam,17675.85,242.13493150684928,3910.0,52.13333333333333,ISN Kocatepe Rotterdam,1.9437148217636024,1.0,1.0,0
Stichting Mescidi Ravza Rotterdam,Textile Collection,51.91701683,4.464503976,"Bajonetstraat 55B, 3014 ZC Rotterdam, Netherlands",0,0.0,Stichting Mescidi Ravza Rotterdam,9879.43,131.72573333333332,2036.0,26.789473684210527,Stichting Mescidi Ravza Rotterdam,1.9831144465290809,1.0,1.0,0
OBS de Singel,Textile Collection,51.5337176,4.4618385,"O.B.S. De Singel, 87, Burgemeester Prinsensingel, Roosendaal, North Brabant, Netherlands, 4701 HL, Netherlands",OBS de Singel,250.0,OBS de Singel,3380.44,91.36324324324325,713.0,19.27027027027027,OBS de Singel,0.9718574108818012,1.0,0.36545297297297297,1
De Klimroos,Textile Collection,51.43154238,4.11382307,"Hinkelingestraat 8, 4413 AG Krabbendijke, Netherlands",De Klimroos,250.0,De Klimroos,4463.12,120.62486486486486,1028.0,26.358974358974358,De Klimroos,0.9981238273921201,1.0,0.48249945945945943,1
Kerk Pernis - Ring 1,Textile Collection,51.8875822,4.3936784,"Ring 1, 3195 XB Pernis, Netherlands",0,0.0,Kerk Pernis - Ring 1,5673.68,177.3025,677.0,21.838709677419356,Kerk Pernis - Ring 1,0.8273921200750469,1.0,1.0,0
De Kameleon,Textile Collection,51.8281424,4.6809266,"De Kameleon, Schoolstraat, Papendrecht, South Holland, Netherlands, 3351 ED, Netherlands",0,0.0,De Kameleon,2131.48,57.60756756756757,469.0,12.342105263157896,De Kameleon,0.9849906191369606,1.0,1.0,0
OBS De Wielen,Textile Collection,51.829607,4.7012325,"1, P. Zandtstraat, Papendrecht, South Holland, Netherlands, 3354 AT, Netherlands",0,0.0,OBS De Wielen,3910.5299999999997,105.69,904.0,23.17948717948718,OBS De Wielen,0.9981238273921201,1.0,1.0,0
OBS Die Heenetrecht,Textile Collection,51.5681073,4.1966425,"obs Die Heenetrecht, Burgemeester Versluijsstraat, Oud-Vossemeer, Tholen, Zeeland, Netherlands, 4698 AS, Netherlands",OBS Die Heenetrecht,250.0,OBS Die Heenetrecht,2537.16,68.5718918918919,532.0,14.0,OBS Die Heenetrecht,0.9849906191369606,1.0,0.27428756756756756,1
Basisschool Keuchenius,Textile Collection,51.824016,4.4011035,"Uitloop, Boerderijbuurt, Oud-Beijerland, Hoeksche Waard, South Holland, Netherlands, 3262 CE, Netherlands",Basisschool Keuchenius,250.0,Basisschool Keuchenius,846.0,26.4375,195.0,6.09375,Basisschool Keuchenius,0.8405253283302064,1.0,0.10575,1
Archipelschool Tweemaster-kameleon,Textile Collection,51.4691323,3.6025211,"Tweemaster-Kameleon, Roerstraat, Groot-Abeele, Oost-Souburg, Vlissingen, Zeeland, Netherlands, 4388 RV, Netherlands",Archipelschool Tweemaster-kameleon,250.0,Archipelschool Tweemaster-kameleon,4916.17,136.56027777777777,1010.0,28.055555555555557,Archipelschool Tweemaster-kameleon,0.9455909943714822,1.0,0.5462411111111111,1
ISN Ahmet Yesevi Oosterhout,Textile Collection,51.6430283,4.8636653,"Ahmet Yesevi Moskee, 57, Klappeijstraat, Slotjes, Oosterhout, North Brabant, Netherlands, 4901 HD, Netherlands",ISN Ahmet Yesevi Oosterhout,750.0,ISN Ahmet Yesevi Oosterhout,16277.26,439.92594594594595,3370.0,84.25,ISN Ahmet Yesevi Oosterhout,1.0112570356472796,1.0,0.5865679279279279,3
Kayori,Textile Collection,52.116838,6.223289,"Sippenbroek 2, 7207 BZ Zutphen",0,0.0,Kayori,563.35,26.826190476190476,67.0,3.1904761904761907,Kayori,0.551594746716698,1.0,1.0,0
Aldi Nieuwerkerk,Textile Collection,51.9616211,4.5888491,"64, Hoofdweg-Zuid, Nieuwerkerk aan den IJssel, Zuidplas, South Holland, Netherlands, 2912 EE, Netherlands",Aldi Nieuwerkerk,250.0,Aldi Nieuwerkerk,6851.93,91.35906666666666,1496.0,19.68421052631579,Aldi Nieuwerkerk,1.9831144465290809,1.0,0.3654362666666667,1
De Lonneboot,Textile Collection,51.4819427,3.6581841,"1, Van Akenstraat, Nieuw- en Sint Joosland, Middelburg, Zeeland, Netherlands, 4339 BR, Netherlands",De Lonneboot,250.0,De Lonneboot,3373.72,91.18162162162162,704.0,19.027027027027028,De Lonneboot,0.9718574108818012,1.0,0.3647264864864865,1
Archipelschool Het Element,Textile Collection,51.4917995,3.6290165,"Archipelschool het Element, Zwerfruststraat, Dauwendaele, Middelburg, Zeeland, Netherlands, 4337 VN, Netherlands",Archipelschool Het Element,250.0,Archipelschool Het Element,5687.41,149.66868421052632,1179.0,31.026315789473685,Archipelschool Het Element,0.9981238273921201,1.0,0.5986747368421053,1
ISN Yeni Maassluis,Textile Collection,51.9264416,4.2465717,"Yeni Cami, Mozartlaan, Kapelpolder, Maassluis, South Holland, Netherlands, 3144 BJ, Netherlands",ISN Yeni Maassluis,500.0,ISN Yeni Maassluis,18148.28,238.79315789473682,3781.0,49.75,ISN Yeni Maassluis,1.9962476547842403,1.0,0.47758631578947364,2
Kringloop Maasdijk,Textile Collection,51.9604658,4.2108174,"6B, Maasambacht, De 4E Hoeve, Maasdijk, Westland, South Holland, Netherlands, 2676 CW, Netherlands",0,0.0,Kringloop Maasdijk,4078.0299999999997,116.51514285714285,866.0,24.742857142857144,Kringloop Maasdijk,0.9193245778611633,1.0,1.0,0
Wereldkidz Bontenest,Textile Collection,52.1376085,5.0171836,"'t Bontenest, Spechtenkamp, Maarssenbroek, Maarssen, Stichtse Vecht, Utrecht, Netherlands, 3607 KN, Netherlands",Wereldkidz Bontenest,250.0,Wereldkidz Bontenest,4225.69,108.35102564102563,798.0,20.46153846153846,Wereldkidz Bontenest,1.024390243902439,1.0,0.4334041025641025,1
WereldKidz Merseberch,Textile Collection,52.0583826,5.4074176,"28, van Beuningenlaan, Maarsbergen, Utrechtse Heuvelrug, Utrecht, Netherlands, 3953 BR, Netherlands",WereldKidz Merseberch,250.0,WereldKidz Merseberch,3535.67,95.55864864864866,619.0,16.289473684210527,WereldKidz Merseberch,0.9849906191369606,1.0,0.38223459459459463,1
WereldKidz Meent,Textile Collection,52.0646208,5.3758965,"Trompplein, Maarn, Utrechtse Heuvelrug, Utrecht, Netherlands, 3951 CW, Netherlands",WereldKidz Meent,250.0,WereldKidz Meent,4617.34,121.50894736842106,781.0,20.55263157894737,WereldKidz Meent,0.9981238273921201,1.0,0.48603578947368425,1
Jenaplanschool de Waterval,Textile Collection,52.2447228,4.556435,"De Waterval, Frans Halsstraat, Poelpolder, Lisse, South Holland, Netherlands, 2162 CL, Netherlands",Jenaplanschool de Waterval,250.0,Jenaplanschool de Waterval,5059.81,140.55027777777778,1110.0,30.0,Jenaplanschool de Waterval,0.9587242026266417,1.0,0.5622011111111112,1
OBS de Bongerd,Textile Collection,52.1363495,5.4393054,"36d, Asschatterweg, Alandsbeek, Leusden, Utrecht, Netherlands, 3831 JT, Netherlands",OBS de Bongerd,250.0,OBS de Bongerd,5012.38,131.90473684210528,845.0,22.236842105263158,OBS de Bongerd,0.9981238273921201,1.0,0.5276189473684211,1
Moskee Fatih Sultan Leiden,Textile Collection,52.147908,4.467449,"Da Vinci College ISK, Johan Wagenaarlaan, Boshuizen, Leiden, South Holland, Netherlands, 2324 XD, Netherlands",Moskee Fatih Sultan Leiden,250.0,Moskee Fatih Sultan Leiden,3550.62,98.62833333333333,801.0,21.64864864864865,Moskee Fatih Sultan Leiden,0.9587242026266417,1.0,0.3945133333333333,1
Weggeefwinkel Leiden,Textile Collection,52.1586775,4.4972371,"Vestingwerken van Leiden, Vrouwenkerkkoorstraat, De Camp, Leiden, South Holland, Netherlands, 2312 WP, Netherlands",0,0.0,Weggeefwinkel Leiden,7516.92,104.40166666666667,1614.0,22.10958904109589,Weggeefwinkel Leiden,1.904315196998124,1.0,1.0,0
ISN Mimar Sinan Leiden,Textile Collection,52.1669188,4.5076935,"Mimar Sinanmoskee, Kooiplein, Noord, Leiden, South Holland, Netherlands, 2315 XV, Netherlands",ISN Mimar Sinan Leiden,500.0,ISN Mimar Sinan Leiden,30025.52,405.7502702702703,6499.0,85.51315789473684,ISN Mimar Sinan Leiden,1.9699812382739212,1.0,0.8115005405405405,2
Basisschool Radewijnsz,Textile Collection,51.8989077,5.0911707,"RKBS Floris Radewijnsz, Drossaardslaan, Leerdam-Noord, Leerdam, Vijfheerenlanden, Utrecht, Netherlands, 4143 BD, Netherlands",Basisschool Radewijnsz,250.0,Basisschool Radewijnsz,10947.37,147.93743243243244,2121.0,28.28,Basisschool Radewijnsz,1.9568480300187618,1.0,0.5917497297297298,1
ISN Anadolu Leerdam,Textile Collection,51.8862834,5.0825918,"3, Tulpstraat, Leerdam-West, Leerdam, Vijfheerenlanden, Utrecht, Netherlands, 4142 XS, Netherlands",ISN Anadolu Leerdam,500.0,ISN Anadolu Leerdam,16252.04,222.63068493150686,3109.0,42.013513513513516,ISN Anadolu Leerdam,1.9305816135084428,1.0,0.44526136986301373,2
Stichting Sociaal Centrum De Brug Leerdam,Textile Collection,51.8910326,5.0868919,"J.P.S. De Wilgenhoek, Tiendweg, Leerdam-West, Leerdam, Vijfheerenlanden, Utrecht, Netherlands, 4142 AA, Netherlands",Stichting Sociaal Centrum De Brug Leerdam,250.0,Stichting Sociaal Centrum De Brug Leerdam,2078.69,61.13794117647059,411.0,11.742857142857142,Stichting Sociaal Centrum De Brug Leerdam,0.9061913696060038,1.0,0.24455176470588236,1
Waldorf aan Zee,Textile Collection,52.454897,4.6209649,"Sportloket Velsen - Heerenduinzaal, 43, Heerenduinweg, IJmuiden, Velsen, North Holland, Netherlands, 1971 JA, Netherlands",Waldorf aan Zee,250.0,Waldorf aan Zee,4747.18,131.8661111111111,1041.0,28.135135135135137,Waldorf aan Zee,0.9587242026266417,1.0,0.5274644444444444,1
Ecokring Houten,Textile Collection,52.0392662,5.1461756,"De Ecokring Houten, 9a, Peppelkade, Doornkade, Oud-Wulven, Houten, Utrecht, Netherlands, 3992 AL, Netherlands",0,0.0,Ecokring Houten,9944.02,276.22277777777776,1877.0,52.138888888888886,Ecokring Houten,0.9455909943714822,1.0,1.0,0
Moskee Ar-Rahman,Textile Collection,52.2956844,4.6887186,"Ar-Rahman, Graan voor Visch, Hoofddorp, Haarlemmermeer, North Holland, Netherlands, 2132 XA, Netherlands",Moskee Ar-Rahman,250.0,Moskee Ar-Rahman,13495.06,184.86383561643834,2473.0,32.973333333333336,Moskee Ar-Rahman,1.9437148217636024,1.0,0.7394553424657534,1
ISN Hoofddorp,Textile Collection,52.3139158,4.6904426,"Broekermeerstraat 119, 2131 AR Hoofddorp, Netherlands",ISN Hoofddorp,250.0,ISN Hoofddorp,1125.54,160.79142857142855,216.0,30.857142857142858,ISN Hoofddorp,0.18386491557223267,1.0,0.6431657142857142,1
Willem Farelschool,Textile Collection,52.1704695,5.4639334,"Willem Farelschool, 9, Dassenburcht, Hoevelaken, Nijkerk, Gelderland, Netherlands, 3871 JM, Netherlands",0,0.0,Willem Farelschool,3739.15,103.86527777777778,704.0,18.526315789473685,Willem Farelschool,0.9718574108818012,1.0,1.0,0
ISN Mevlana Hilversum,Textile Collection,52.2285599,5.1818647,"Mevlana moskee, 27, Geuzenweg, Johannes Geradtswegbuurt, Hilversum, North Holland, Netherlands, 1221 BK, Netherlands",ISN Mevlana Hilversum,250.0,ISN Mevlana Hilversum,13630.77,184.1995945945946,2426.0,31.92105263157895,ISN Mevlana Hilversum,1.9699812382739212,1.0,0.7367983783783784,1
Savioschool,Textile Collection,52.2955391,4.5842111,"Daltonschool Hillegom, Prinses Irenelaan, Weerestein, Hillegom, South Holland, Netherlands, 2181 CV, Netherlands",Savioschool,250.0,Savioschool,4126.59,105.81,867.0,22.23076923076923,Savioschool,1.024390243902439,1.0,0.42324,1
Dierentehuis 's-Hertogenbosch,Textile Collection,51.6916275,5.3472563,"Dierentehuis 's-Hertogenbosch, 41, Oosterplasweg, Aawijk-Zuid, Zuidoost, 's-Hertogenbosch, North Brabant, Netherlands, 5215 HT, Netherlands",Dierentehuis 's-Hertogenbosch,250.0,Dierentehuis 's-Hertogenbosch,5264.33,138.535,999.0,25.615384615384617,Dierentehuis 's-Hertogenbosch,1.0112570356472796,1.0,0.55414,1
ISN Orhan Gazi 's-Hertogenbosch,Textile Collection,51.6946295,5.2700988,"Orhman Gazi, Lagemorgenlaan, De Schutskamp, West, 's-Hertogenbosch, North Brabant, Netherlands, 5223 HW, Netherlands",ISN Orhan Gazi 's-Hertogenbosch,500.0,ISN Orhan Gazi 's-Hertogenbosch,4545.0,126.25,864.0,23.35135135135135,ISN Orhan Gazi 's-Hertogenbosch,0.9587242026266417,1.0,0.2525,2
VV Nieuwenhoorn,Textile Collection,51.8522608,4.1404703,"v.v. Nieuwenhoorn, Theo Kwantenstraat, Nieuwenhoorn, Hellevoetsluis, Voorne aan Zee, South Holland, Netherlands, 3223 CG, Netherlands",0,0.0,VV Nieuwenhoorn,1300.4,130.04000000000002,307.0,27.90909090909091,VV Nieuwenhoorn,0.275797373358349,1.0,1.0,0
ISN Eyup Sultan Hellevoetsluis,Textile Collection,51.8378847,4.1290037,"2, Moriaanseweg West, Dorp en Hoonaart, Hellevoetsluis, Voorne aan Zee, South Holland, Netherlands, 3222 AD, Netherlands",ISN Eyup Sultan Hellevoetsluis,500.0,ISN Eyup Sultan Hellevoetsluis,8873.76,121.55835616438357,1894.0,25.253333333333334,ISN Eyup Sultan Hellevoetsluis,1.9437148217636024,1.0,0.24311671232876714,2
Stichting Sein Heemstede,Textile Collection,52.3414896,4.6232919,"Herenhuis, 5, Achterweg, Heemstede, North Holland, Netherlands, 2103 SW, Netherlands",Stichting Sein Heemstede,250.0,Stichting Sein Heemstede,911.15,50.61944444444444,164.0,8.631578947368421,Stichting Sein Heemstede,0.4859287054409006,1.0,0.20247777777777776,1
PCB Johannes Post,Textile Collection,52.0991232,4.5949071,"Johannes Postschool, Sportparklaan, Hazerswoude-Dorp, Alphen aan den Rijn, South Holland, Netherlands, 2391 AX, Netherlands",PCB Johannes Post,250.0,PCB Johannes Post,4729.31,127.8191891891892,851.0,22.394736842105264,PCB Johannes Post,0.9849906191369606,1.0,0.5112767567567568,1
S.B.B.H Harderwijk,Textile Collection,52.3367556,5.6298904,"24, Gelreweg, Harderwijk, Gelderland, Netherlands, 3843 AN, Netherlands",S.B.B.H Harderwijk,250.0,S.B.B.H Harderwijk,2509.15,73.7985294117647,467.0,13.342857142857143,S.B.B.H Harderwijk,0.9061913696060038,1.0,0.29519411764705883,1
ISN Harderwijk,Textile Collection,52.3443539,5.6437204,"Mehmet Akif Moskee, Thorbeckelaan, Harderwijk, Gelderland, Netherlands, 3842 GX, Netherlands",ISN Harderwijk,750.0,ISN Harderwijk,10116.36,281.01,1971.0,53.270270270270274,ISN Harderwijk,0.9587242026266417,1.0,0.37468,3
Samenwerkingsschool De Pelikaan,Textile Collection,51.9998369,4.7779099,"Grote Haven, Haastrecht, Krimpenerwaard, South Holland, Netherlands, 2851 BM, Netherlands",Samenwerkingsschool De Pelikaan,250.0,Samenwerkingsschool De Pelikaan,5970.93,77.54454545454546,1330.0,17.05128205128205,Samenwerkingsschool De Pelikaan,2.0356472795497185,1.0,0.31017818181818185,1
Milli Gorus Fatih Haarlem,Textile Collection,52.4140889,4.6452525,"4C, Generaal Spoorlaan, Haarlem, North Holland, Netherlands, 2025 NB, Netherlands",Milli Gorus Fatih Haarlem,500.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2
Verkoopschuur Grijpskerke Kringloop,Textile Collection,51.5336321,3.5676805,"27, Hondegemsweg, Grijpskerke, Veere, Zeeland, Netherlands, 4364 RA, Netherlands",0,0.0,Verkoopschuur Grijpskerke Kringloop,21140.46,297.75295774647884,4596.0,62.95890410958904,Verkoopschuur Grijpskerke Kringloop,1.8911819887429644,1.0,1.0,0
Terres des Hommes,Textile Collection,52.01097963,4.708504943,"Lange Groenendaal 51, 2801 LR Gouda, Netherlands",0,0.0,Terres des Hommes,4427.68,116.51789473684211,937.0,24.025641025641026,Terres des Hommes,1.0112570356472796,1.0,1.0,0
Friends4Charity,Textile Collection,51.8376689,4.972908,"Gomarus Scholengemeenschap, Nicolaas Pieckstraat, Haarwijk, Gorinchem, South Holland, Netherlands, 4205 BR, Netherlands",0,0.0,Friends4Charity,699.2,699.2,138.0,138.0,Friends4Charity,0.02626641651031895,1.0,1.0,0
ISN Suleyman Celebi Gorinchem,Textile Collection,51.8477367,4.9695974,"Suleyman Celebi Moskee, Hoefslag, Schotdeuren, Gorinchem, South Holland, Netherlands, 4205 NK, Netherlands",0,0.0,ISN Suleyman Celebi Gorinchem,10550.08,277.6336842105263,1963.0,53.054054054054056,ISN Suleyman Celebi Gorinchem,0.9849906191369606,1.0,1.0,0
Cbs Prinses Beatrix,Textile Collection,51.4907601,3.8881942,"Prinses Beatrixschool, 103, Elvis Presleylaan, Ouverture, Goes, Zeeland, Netherlands, 4462 LB, Netherlands",Cbs Prinses Beatrix,250.0,Cbs Prinses Beatrix,2679.71,70.51868421052632,599.0,15.35897435897436,Cbs Prinses Beatrix,1.0112570356472796,1.0,0.28207473684210527,1
De Vier Heemskinderen,Textile Collection,51.564277,4.644055,"Basisschool De Vier Heemskinderen, Heilig Hartstraat, Banakkers, Etten-Leur, North Brabant, Netherlands, 4873 CC, Netherlands",De Vier Heemskinderen,250.0,De Vier Heemskinderen,9501.61,141.81507462686568,2043.0,27.986301369863014,De Vier Heemskinderen,1.8386491557223266,1.0,0.5672602985074627,1
Hockeyclub Etten-Leur,Textile Collection,51.5638712,4.657022,"Olympiade, Hooghuis, Vaartkant, Etten-Leur, North Brabant, Netherlands, 4873 DW, Netherlands",Hockeyclub Etten-Leur,250.0,Hockeyclub Etten-Leur,2516.27,209.68916666666667,462.0,38.5,Hockeyclub Etten-Leur,0.3151969981238274,1.0,0.8387566666666667,1
BS Willibrordus Esch,Textile Collection,51.61341,5.2911697,"Willibrordusschool, Postelstraat, Esch, Boxtel, North Brabant, Netherlands, 5296 LN, Netherlands",BS Willibrordus Esch,750.0,BS Willibrordus Esch,16457.59,421.9894871794872,3154.0,78.85,BS Willibrordus Esch,1.0375234521575984,1.0,0.5626526495726496,3
ISN Hz. Omer Epe,Textile Collection,52.3462438,5.9978919,"18, Oenerweg, Epe, Gelderland, Netherlands, 8161 PN, Netherlands",ISN Hz. Omer Epe,500.0,ISN Hz. Omer Epe,5629.12,156.36444444444444,1035.0,27.972972972972972,ISN Hz. Omer Epe,0.9587242026266417,1.0,0.3127288888888889,2
De Talisman,Textile Collection,51.421314,5.489867,"De Talisman, 9, Seringenstraat, Gerardusplein, Stratum, Eindhoven, North Brabant, Netherlands, 5644 PK, Netherlands",De Talisman,250.0,De Talisman,14263.43,356.58575,2735.0,66.70731707317073,De Talisman,1.0637898686679175,1.0,1.0,1
Emmaus Eindhoven,Textile Collection,51.424278,5.463775,"Orthodox Parish of Saint Nektarios, Hoogstraat, Rapelenburg, Gestel, Eindhoven, North Brabant, Netherlands, 5654 NH, Netherlands",0,0.0,Emmaus Eindhoven,13829.630000000001,337.3080487804878,2696.0,64.19047619047619,Emmaus Eindhoven,1.0900562851782365,1.0,1.0,0
Internationale School Eindhoven,Textile Collection,51.4647129,5.4304738,"Oirschotsedijk, Strijp, Eindhoven, North Brabant, Netherlands, 5651 GC, Netherlands",Internationale School Eindhoven,250.0,Internationale School Eindhoven,1771.6399999999999,221.45499999999998,368.0,40.888888888888886,Internationale School Eindhoven,0.2232645403377111,1.0,0.8858199999999999,1
Stichting Turkse Gemeenschap Mevlana Eindhoven,Textile Collection,51.439175,5.515887,"2, Jan van Riebeecklaan, Doornakkers-Oost, Tongelre, Eindhoven, North Brabant, Netherlands, 5642 MD, Netherlands",Stichting Turkse Gemeenschap Mevlana Eindhoven,250.0,Stichting Turkse Gemeenschap Mevlana Eindhoven,5234.04,137.7378947368421,1002.0,25.692307692307693,Stichting Turkse Gemeenschap Mevlana Eindhoven,1.0112570356472796,1.0,0.5509515789473683,1
ISN Haci Bayram Veli Drunen,Textile Collection,51.6882392,5.1342551,"Haci Bayram Veli Moskee, Wilhelminastraat, Drunen, Heusden, North Brabant, Netherlands, 5151 BZ, Netherlands",ISN Haci Bayram Veli Drunen,500.0,ISN Haci Bayram Veli Drunen,4719.75,138.81617647058823,913.0,25.36111111111111,ISN Haci Bayram Veli Drunen,0.9193245778611633,1.0,0.27763235294117644,2
Haci Bayram Driebergen,Textile Collection,52.0463725,5.2929923,"1, Akkerweg, Driebergen-Rijsenburg, Utrechtse Heuvelrug, Utrecht, Netherlands, 3972 AA, Netherlands",Haci Bayram Driebergen,250.0,Haci Bayram Driebergen,1046.15,27.53026315789474,179.0,4.7105263157894735,Haci Bayram Driebergen,0.9981238273921201,1.0,0.11012105263157897,1
Stichting Vluchtelingkinderen Driebergen,Textile Collection,52.0540347,5.2887367,"Eurowinkel, 73, Oranjelaan, Traaij, Driebergen-Rijsenburg, Utrechtse Heuvelrug, Utrecht, Netherlands, 3971 HE, Netherlands",0,0.0,Stichting Vluchtelingkinderen Driebergen,37091.86,508.1076712328767,6773.0,89.11842105263158,Stichting Vluchtelingkinderen Driebergen,1.9568480300187618,1.0,1.0,0
Julianaschool,Textile Collection,51.7889744,4.7053834,"Julianaschool, Elzenlaan, Dubbeldam, Dordrecht, South Holland, Netherlands, 3319 VC, Netherlands",0,0.0,Julianaschool,3968.12,107.24648648648649,878.0,23.105263157894736,Julianaschool,0.9849906191369606,1.0,1.0,0
ISN Anadolu Doesburg,Textile Collection,52.0100017,6.1431434,"20, Oranjesingel, Beinum, Doesburg, Gelderland, Netherlands, 6981 GZ, Netherlands",ISN Anadolu Doesburg,500.0,ISN Anadolu Doesburg,6276.84,184.6129411764706,1145.0,32.714285714285715,ISN Anadolu Doesburg,0.9061913696060038,1.0,0.3692258823529412,2
ISN Selimiye Dieren,Textile Collection,52.049624,6.1060873,"Selimiye Moskee, 30a, Enkweg, Dieren, Rheden, Gelderland, Netherlands, 6951 BV, Netherlands",ISN Selimiye Dieren,500.0,ISN Selimiye Dieren,4480.1,135.76060606060608,814.0,23.941176470588236,ISN Selimiye Dieren,0.8799249530956849,1.0,0.27152121212121216,2
ISN Merkez Deventer,Textile Collection,52.2604285,6.1609146,"ISN Deventer Centrum Moskee, Burgemeester Van Heemstralaan, Oosterstraat, Voorstad, Deventer, Overijssel, Netherlands, 7413 BE, Netherlands",ISN Merkez Deventer,750.0,ISN Merkez Deventer,9127.84,253.5511111111111,1670.0,45.13513513513514,ISN Merkez Deventer,0.9587242026266417,1.0,0.3380681481481482,3
Kind Centrum De Balans,Textile Collection,52.070265,4.405563,"Kindcentrum Balans, Klaverveld, Velden, Leidschenveen-Ypenburg, The Hague, South Holland, Netherlands, 2492 MA, Netherlands",Kind Centrum De Balans,250.0,Kind Centrum De Balans,2628.3,146.01666666666668,462.0,25.666666666666668,Kind Centrum De Balans,0.4727954971857411,1.0,0.5840666666666667,1
