Service Point Name,Operations,Latitude,Longitude,Address
"Vijverlaan 373, 2923TK te Krimpen aan den IJssel",Textile Collection,51.9135046,4.6153129,"385, Vijverlaan, Krimpen aan den IJssel, South Holland, Netherlands, 2923 TL, Netherlands"
"Europasingel 22, 2661BW te Bergschenhoek",Textile Collection,51.9849449,4.5060273,"22, Europasingel, Dorp, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 BW, Netherlands"
"Bosplaatstraat 16, 2651NR te Berkel en Rodenrijs",Textile Collection,51.9881716,4.4745494,"16, Bosplaatstraat, Parkwijk, Plaszoom, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 NR, Netherlands"
"Oostmeerlaan 61, 2652CV te Berkel en Rodenrijs",Textile Collection,51.9985305,4.4625258,"61, Oostmeerlaan, Parkwijk, Meerpolder, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2652 CV, Netherlands"
"Pijlkruidstraat 32, 2651MR te Berkel en Rodenrijs",Textile Collection,51.9898427,4.4676813,"32, Pijlkruidstraat, Parkwijk, Weidebloemwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 MR, Netherlands"
NGK Het Baken,Textile Collection,51.9934092,4.5136473,"Het Baken, Anthonie van Dijcklaan, Oosteindsche Ackers, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 TP, Netherlands"
De Regenboog,Textile Collection,52.2561357,4.4886896,"De Regenboog, Ambachtsweg, Noordwijkerhout, Noordwijk, South Holland, Netherlands, 2211 JK, Netherlands"
Wereldwijs,Textile Collection,52.2313789,4.4383003,"Wereldwijs, Strandplevier, Het Vinkeveld, Noordwijk-Binnen, Noordwijk, South Holland, Netherlands, 2201 XJ, Netherlands"
"Sterrenweg 3-B, 2651HZ te Berkel en Rodenrijs",Textile Collection,52.0029543,4.4843032,"3b, Sterrenweg, Sterrenwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 HZ, Netherlands"
"Oostmeerlaan 50, 2652AD te Berkel en Rodenrijs",Textile Collection,51.99975,4.463572,"50, Oostmeerlaan, Parkwijk, Rivierenwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2652 AD, Netherlands"
"Opaal 28, 2651SN te Berkel en Rodenrijs",Textile Collection,52.0041228,4.4951919,"28, Opaal, Edelsteenwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 SN, Netherlands"
"Blauwborst 29, 2651RD te Berkel en Rodenrijs",Textile Collection,51.9879718,4.4658234,"29, Blauwborst, Parkwijk, Vogelwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 RD, Netherlands"
"Smaragd 58, 2651RW te Berkel en Rodenrijs",Textile Collection,52.0051578,4.496818,"60, Smaragd, Edelsteenwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 RW, Netherlands"
"Koestraat 119, 2871DP te Schoonhoven",Textile Collection,51.9482467,4.8504384,"119, Koestraat, Schoonhoven, Krimpenerwaard, South Holland, Netherlands, 2871 DP, Netherlands"
"Verfmolen 7, 2665SC te Bleiswijk",Textile Collection,52.0150933,4.545064,"7, Verfmolen, Korenmolenhoek, Bleiswijk, Lansingerland, South Holland, Netherlands, 2665 SC, Netherlands"
"Lies Frankenweg 24, 2652LS te Berkel en Rodenrijs",Textile Collection,51.9859291,4.4521726,"24, Lies Frankenweg, Gouden Podium, Westpolder, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2652 LS, Netherlands"
"Harry Banninklaan 64, 2652NB te Berkel en Rodenrijs",Textile Collection,51.9940021,4.4531139,"64, Harry Banninklaan, Gouden Harp, Westpolder, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2652 NB, Netherlands"
"De Eilanden 76, 2662AP te Bergschenhoek",Textile Collection,51.9873107,4.4920491,"77, De Eilanden, Eilandenbuurt, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2662 AP, Netherlands"
"van der Hoevenlaan 15, 2651DE te Berkel en Rodenrijs",Textile Collection,51.9913761,4.4776484,"15, van der Hoevenlaan, Parkwijk, Berkel, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 DE, Netherlands"
"Tjeerd Kuipersstraat 14, 2662GM te Bergschenhoek",Textile Collection,51.9934251,4.4910779,"14, Tjeerd Kuipersstraat, Beemdenbuurt, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2662 GM, Netherlands"
"Koekoeksbloemstraat 6, 2651ME te Berkel en Rodenrijs",Textile Collection,51.9913086,4.4678892,"6, Koekoeksbloemstraat, Parkwijk, Weidebloemwijk, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2651 ME, Netherlands"
"Maria enzersdorflaan 39, 2661 te Bergschenhoek",Textile Collection,51.9911265,4.4904351,"39, Maria Enzersdorflaan, Boterdorpse Zoom, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 KP, Netherlands"
"Berkelsekade 13, 2652CS te Berkel en Rodenrijs",Textile Collection,51.9978565,4.4628648,"14, Berkelsekade, Parkwijk, Meerpolder, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2652 CS, Netherlands"
"Rietveldstraat 257, 2662HN te Bergschenhoek",Textile Collection,51.9966949,4.4944791,"201, Rietveldstraat, Ackerse Zoom, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2662 HL, Netherlands"
"Louis Paul Boonstraat 59, 2652KC te Berkel en Rodenrijs",Textile Collection,51.9894553,4.4642277,"59, Louis Paul Boonstraat, Gouden Uil, Westpolder, Berkel en Rodenrijs, Lansingerland, South Holland, Netherlands, 2652 KC, Netherlands"
"Nachtegaallaan 79, 2665EG te Bleiswijk",Textile Collection,52.007467,4.5388049,"79, Nachtegaallaan, Oosthoekeind, Bleiswijk, Lansingerland, South Holland, Netherlands, 2665 EG, Netherlands"
"Rembrandtlaan 7, 2661SJ te Bergschenhoek",Textile Collection,51.9991445,4.5017783,"7, Rembrandtlaan, Oosteindsche Ackers, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 SJ, Netherlands"
"Beukenlaan 221, 2665DG te Bleiswijk",Textile Collection,52.0094472,4.5469392,"221, Beukenlaan, Hoekeindse Zoom, Bleiswijk, Lansingerland, South Holland, Netherlands, 2665 DG, Netherlands"
"Nachtegaallaan 94, 2665EJ te Bleiswijk",Textile Collection,52.0081208,4.5394272,"67, Gruttostraat, Oosthoekeind, Bleiswijk, Lansingerland, South Holland, Netherlands, 2665 EL, Netherlands"
"Walmolen 20, 2665SE te Bleiswijk",Textile Collection,52.01448,4.5447476,"20, Walmolen, Korenmolenhoek, Bleiswijk, Lansingerland, South Holland, Netherlands, 2665 SE, Netherlands"
"Julianalaan 95, 2661EK te Bergschenhoek",Textile Collection,51.9867921,4.5072174,"95, Julianalaan, Dorp, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 EK, Netherlands"
"Frans Halslaan 12, 2661RX te Bergschenhoek",Textile Collection,51.9980693,4.5014775,"12, Frans Halslaan, Oosteindsche Ackers, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 RX, Netherlands"
Reakt,Textile Collection,51.8490731,4.3975212,"74, Albrandswaardsedijk, Poortugaal, Albrandswaard, South Holland, Netherlands, 3172 TJ, Netherlands"
"Spechtstraat 6, Haastrecht",Textile Collection,51.997513,4.7750683,"4, Spechtstraat, Haastrecht, Krimpenerwaard, South Holland, Netherlands, 2851 VL, Netherlands"
Stichting Linquenda,Textile Collection,52.0361219,4.8668229,"10, Kastanjeweg, Tappersheul, Oudewater, Utrecht, Netherlands, 3421 TD, Netherlands"
Blauwe Aventurijn,Textile Collection,52.0689128,5.1276213,"Basisschool de Blauwe Aventurijn, Huis ten Boschlaan, Tolsteeg en Rotsoord, Utrecht, Netherlands, 3523 HM, Netherlands"
Manfree,Textile Collection,52.6893694,4.8345602,"24, Newtonstraat, Bedrijventerrein, Pannekeet, Heerhugowaard, Dijk en Waard, North Holland, Netherlands, 1704 SB, Netherlands"
Love4yourcloset (nr. 9),Textile Collection,52.0444865,4.6613766,"11, Maalderij, Zeeheldenbuurt, Waddinxveen, South Holland, Netherlands, 2741 LL, Netherlands"
SV Charlois,Textile Collection,51.8789937,4.47205,"SV Charlois, 665, Oldegaarde, Charlois, Rotterdam, South Holland, Netherlands, 3084 AA, Netherlands"
Trelleborg Ridderkerk,Textile Collection,51.8684622,4.6041801,"15, Verlengde Kerkweg, Ridderkerk, South Holland, Netherlands, 2985 AZ, Netherlands"
Kerk Woubrugge elektronica,Textile Collection,52.1699021,4.6383971,"PKN Gereformeerd, van Hemessenkade, Woubrugge, Kaag en Braassem, South Holland, Netherlands, 2481 BH, Netherlands"
Voorwegschool,Textile Collection,52.342925,4.6238294,"Basisschool Voorweg, Voorweg, Heemstede, North Holland, Netherlands, 2103 SR, Netherlands"
IKC Wereldwijs,Textile Collection,52.2952505,4.6914988,"IKC Wereldwijs, Graan voor Visch, Hoofddorp, Haarlemmermeer, North Holland, Netherlands, 2132 VN, Netherlands"
Joris de Witte,Textile Collection,52.1944582,4.47812,"Clare Lennarthof, Morsebel, Oegstgeest, South Holland, Netherlands, 2343 BT, Netherlands"
IBS Er Riseleh,Textile Collection,52.1504341,4.488054,"Basisschool Er Risèlèh, Stadhouderslaan, Staalwijk, Leiden, South Holland, Netherlands, 2313 ZE, Netherlands"
Kerk Pernis - Burg. van Esstraat 46,Textile Collection,51.8909833,4.3874851,"46, Burgemeester van Esstraat, Pernis, Rotterdam, South Holland, Netherlands, 3195 AG, Netherlands"
Bremmer schoenen,Textile Collection,52.0441207,4.6573727,"Bremmer Schoenen, 177, Kerkweg-Oost, Centrum, Waddinxveen, South Holland, Netherlands, 2741 HD, Netherlands"
Plug,Textile Collection,52.4082145,4.8879839,"51, Computerweg, Cornelis Douwesterrein, Noord, Amsterdam, North Holland, Netherlands, 1033 RH, Netherlands"
Stichting Milli Gorus Cafer-i Sadık,Textile Collection,52.3611913,4.8057827,"2, Groenpad, Osdorp, Nieuw-West, Amsterdam, North Holland, Netherlands, 1068 EB, Netherlands"
Dorpsschool De Bron,Textile Collection,52.0543737,4.692503,"21, Dorpsweg, Reeuwijk-Dorp, Reeuwijk, Bodegraven-Reeuwijk, South Holland, Netherlands, 2811 KG, Netherlands"
Sportcentrum de Trits,Textile Collection,52.2197294,5.2863458,"2A, Goeman Borgesiuslaan, Baarn, Utrecht, Netherlands, 3741 CR, Netherlands"
Running&Walkingcenter,Textile Collection,52.128461,4.6633478,"Running & Walkingcenter, 414, Raadhuisstraat, Hoge Zijde, Alphen aan den Rijn, South Holland, Netherlands, 2406 LE, Netherlands"
De Bresser Topmovers,Textile Collection,51.582687,5.192507,"De Bresser Verhuizingen, 13, Schijfstraat, Kerkhoven, Oisterwijk, North Brabant, Netherlands, 5061 KA, Netherlands"
Sevim Akbulut,Textile Collection,51.9193134,4.4674752,"32, Josephstraat, Chinatown, Oude Westen, Centrum, Rotterdam, South Holland, Netherlands, 3014 TP, Netherlands"
Basisschool de Hoogakker,Textile Collection,51.7270279,5.4362384,"25, Schoolstraat, Pelgrimsche Hoeve, Nuland, 's-Hertogenbosch, North Brabant, Netherlands, 5391 AX, Netherlands"
Milieustraat Lansingerland,Textile Collection,51.9864734,4.5196176,"51, Bosland, Hoeksekade, Bergschenhoek, Lansingerland, South Holland, Netherlands, 2661 DV, Netherlands"
Reinis - Sterrenhof,Textile Collection,51.8417932,4.3232644,"New York Pizza, 32, Sterrenhof, Sterrenkwartier, Spijkenisse, Nissewaard, South Holland, Netherlands, 3204 AT, Netherlands"
Reinis - Nico de Regtplein,Textile Collection,51.86192,4.236245,"Gall & Gall, 9, Nico de Regtplein, Heenvliet, Nissewaard, South Holland, Netherlands, 3218 XW, Netherlands"
Reinis - Branderf,Textile Collection,51.86448006,4.24486778,"5, Branderf, Heenvliet, Nissewaard, South Holland, Netherlands, 3218 AC, Netherlands"
Reinis - Damstraat,Textile Collection,51.85081473,4.331961726,"Damstraat, Centrum, Spijkenisse, Nissewaard, South Holland, Netherlands, 3201 DA, Netherlands"
Reinis - Groene Kruisweg,Textile Collection,51.85344674,4.322405969,"Spijkenisse, Rivierabad, 3202 ST Spijkenisse, Netherlands"
Reinis - Selma Lagerlofstraat,Textile Collection,51.82799377,4.371531527,"Selma Lagerlöfstraat 2, 3207 MS Spijkenisse, Netherlands"
Reinis - Groenewoud,Textile Collection,51.83988599,4.338150274,"Groenewoud 6, 3203 AM Spijkenisse, Netherlands"
Moskee Arrahma Den Bosch,Textile Collection,51.698422,5.3002619,"Arrahma Moskee, Vogelstraat, Orthenpoort, 's-Hertogenbosch, North Brabant, Netherlands, 5212 VN, Netherlands"
Reinis - Rembrandstraat,Textile Collection,51.85644036,4.311247992,"Rembrandtstraat 67, 3202 EM Spijkenisse, Netherlands"
Reinis - t Plateau,Textile Collection,51.8540415,4.317020124,"'t Plateau 2, 3202 GM Spijkenisse, Netherlands"
Reinis- Weegschaal,Textile Collection,51.8422101,4.324284,"Weegschaal, Sterrenkwartier, Spijkenisse, Nissewaard, South Holland, Netherlands, 3204 VJ, Netherlands"
Reinis - Vlinderveen,Textile Collection,51.83329718,4.343714936,"Vlinderveen 462, 3205 EM Spijkenisse, Netherlands"
Reinis - Hoeklaan,Textile Collection,51.84644401,4.321027646,"Blauwvoethoek 42, 3201 SC Spijkenisse, Netherlands"
Reinis - Marrewijklaan,Textile Collection,51.84856077,4.327212538,"Marrewijklaan 97, 3201 BH Spijkenisse, Netherlands"
Reinis - Fregat,Textile Collection,51.85353952,4.338887137,"Fregat 13, 3201 LG Spijkenisse, Netherlands"
Reinis - Klokbekerkreek,Textile Collection,51.82805676,4.327110591,"Rozemarijndonk 33-39, 3206 PM Spijkenisse, Netherlands"
Reinis - Winterakker,Textile Collection,51.83394939,4.319275831,"Zomerakker 26, 3206 TH Spijkenisse, Netherlands"
Reinis - Rivierlaan,Textile Collection,51.84718882,4.350402868,"Spijkenisse, IJsselstraat, 3207 BT Spijkenisse, Netherlands"
Reinis - Hadewychplaats,Textile Collection,51.83392121,4.362969039,"Ida Gerhardtplein 50-8, 3207 KG Spijkenisse, Netherlands"
Reinis - Schoollaan,Textile Collection,51.82637586,4.34434645,"Hekelingen, Schoollaan, 3209 AA Hekelingen, Netherlands"
Reinis - Milieustraat Mosterweg,Textile Collection,51.8602468,4.2927173,"Stadswerf, 1, Mosterweg, Spijkenisse, Nissewaard, South Holland, Netherlands, 3202 LT, Netherlands"
Reinis - Prinses Ireneplein,Textile Collection,51.82211529,4.286614557,"Beverwijkstraat 10, 3212 LA Simonshaven, Netherlands"
Reinis - Prinses Julianaplein,Textile Collection,51.86220835,4.259156269,"Pr. Julianaplein 21, 3211 XV Geervliet, Netherlands"
Reinis - Meester P.J. Oudweg,Textile Collection,51.8213941,4.259545436,"Meester P.J. Oudweg 13H, 3214 XN Zuidland, Netherlands"
Reinis - Gemeenlandsedijk Zuid,Textile Collection,51.84811671,4.246557851,"Gemeenlandsedijk Zuid 23, 3216 AH Abbenbroek, Netherlands"
Eyup Sultan Apeldoorn,Textile Collection,52.2101848,5.9714217,"61, Molendwarsstraat, Apeldoorn, Gelderland, Netherlands, 7311 MX, Netherlands"
VSO de Stroom,Textile Collection,51.7843854,4.6541129,"De Stroom, Reeweg Zuid, Wielwijk, Dordrecht, South Holland, Netherlands, 3317 NH, Netherlands"
De Woelige Stal,Textile Collection,52.068322,4.295066,"De Woelige Stal, 80, Herman Costerstraat, Transvaalkwartier, Centrum, The Hague, South Holland, Netherlands, 2571 PH, Netherlands"
Schildershoeve,Textile Collection,52.0688501,4.3058422,"Kinderboerderij, Pieter Lastmanstraat, Schilderswijk, Centrum, The Hague, South Holland, Netherlands, 2526 RL, Netherlands"
Op den Dijk,Textile Collection,52.026762,4.299547,"'t Boekenstalletje, Vogelenzanglaan, Lage Veld, Wateringse Veld, Escamp, The Hague, South Holland, Netherlands, 2548 SX, Netherlands"
De Herweijerhoeve,Textile Collection,52.0587227,4.279637,"Stadsboerderij Herwijerhoeve, Vreeswijkstraat, Zuiderpark, Escamp, The Hague, South Holland, Netherlands, 2546 AA, Netherlands"
De Reigershof,Textile Collection,52.0869157,4.3587404,"Stadsboerderij De Reigershof, 280, Reigersbergenweg, Tuinen van Wils, Haagse Hout, The Hague, South Holland, Netherlands, 2592 EZ, Netherlands"
De Molenweide,Textile Collection,52.0651161,4.334099,"25, Stuwstraat, Molenwijk, Laak, The Hague, South Holland, Netherlands, 2516 TA, Netherlands"
Landzigt,Textile Collection,52.062602,4.398147,"143, Aristoteleslaan, Lanen, Leidschenveen-Ypenburg, The Hague, South Holland, Netherlands, 2493 ZN, Netherlands"
De Kakelhof,Textile Collection,52.0625148,4.2399242,"Kakelhof, Puccinistraat, Nieuw Waldeck, Loosduinen, The Hague, South Holland, Netherlands, 2551 LN, Netherlands"
t Waaygat,Textile Collection,52.1069604,4.2801769,"Stadsboerderij Het Waaygat, 75, Havenkade, Scheveningen, The Hague, South Holland, Netherlands, 2586 TW, Netherlands"
De Gagelhoeve,Textile Collection,52.0699368,4.2663972,"Stadsboerderij Gagelhoeve, Mient, Bloemenbuurt, Segbroek, The Hague, South Holland, Netherlands, 2564 GM, Netherlands"
Wawollie origineel,Textile Collection,52.1243365,5.0406785,"Meteorenweg, Lage Weide, Utrecht, Netherlands, 3542 DW, Netherlands"
RET Kleiweg,Textile Collection,51.9447079,4.4669049,"Kleiweg 244, 3051 SN Rotterdam, Netherlands"
RET 's Gravenweg,Textile Collection,51.9207181,4.5470511,"Nautastraat 2, 3065 SP Rotterdam, Netherlands"
RET Beverwaard,Textile Collection,51.8839732,4.5664106,"Edo Bergsmaweg 100, 3077 PX Rotterdam, Netherlands"
RKBS Fatima,Textile Collection,51.5335732,4.474672,"Doctor Schaepmanlaan 101, 4702 GW Roosendaal, Netherlands"
KBS Nobelaer,Textile Collection,51.6921708,4.2093225,"Julianastraat 13, 3255 BG Oude-Tonge, Netherlands"
Moskee en Nour,Textile Collection,52.2169308,5.4967843,"Tolhuislaan 22, 3862 WL Nijkerk, Netherlands"
Kledingbank Nieuwegein Origineel,Textile Collection,52.0350302,5.0888816,"Vredebestlaan 23, 3431 CG Nieuwegein, Netherlands"
Moskee Furkan Haarlem,Textile Collection,52.35855974,4.64968139,"Wenenstraat 4, 2034 CR Haarlem, Netherlands"
De Achtbaan Calaislaan,Textile Collection,51.486702,5.448727,"Calaislaan 1, 5627 NC Eindhoven, Netherlands"
De Achtbaan Caenlaan,Textile Collection,51.490223,5.444745,"Caenlaan 3, 5627 EV Eindhoven, Netherlands"
Koningin Wilhelmina school,Textile Collection,51.8984506,4.6874369,"Koninginneweg 5, 2941 XH Lekkerkerk, Netherlands"
Het Windas,Textile Collection,51.93364515,4.380980051,"Nachtegaallaan 2, 3121 XP Schiedam, Netherlands"
Krimpenerwaard - Julianaplein 4,Textile Collection,51.9752741,4.8215306,"4, Julianaplein, Vlist, Krimpenerwaard, South Holland, Netherlands, 2855 AM, Netherlands"
Krimpenerwaard - Kivietslaan,Textile Collection,51.9743143,4.7735,"18, Kievitslaan, Stolwijk, Krimpenerwaard, South Holland, Netherlands, 2821 XK, Netherlands"
Krimpenerwaard - Doelenplein 5,Textile Collection,51.9467617,4.8533741,"5, Doelenplein, Schoonhoven, Krimpenerwaard, South Holland, Netherlands, 2871 CV, Netherlands"
Krimpenerwaard - Cellebroedersstraat 33,Textile Collection,51.946538,4.8584057,"29, Cellebroedersstraat, Schoonhoven, Krimpenerwaard, South Holland, Netherlands, 2871 AS, Netherlands"
Krimpenerwaard - Vlierstraat 16,Textile Collection,51.9468234,4.8637059,"16, Vlierstraat, Het Ambacht, Schoonhoven, Krimpenerwaard, South Holland, Netherlands, 2871 RR, Netherlands"
Krimpenerwaard - Albert Plesmanstraat 4,Textile Collection,51.9512652,4.8448678,"Schoonhovens College, 4, Albert Plesmanstraat, Schoonhoven, Krimpenerwaard, South Holland, Netherlands, 2871 HJ, Netherlands"
Krimpenerwaard - Bergambachterstraat 9,Textile Collection,51.9552418,4.8447243,"9, Bergambachterstraat, Schoonhoven, Krimpenerwaard, South Holland, Netherlands, 2871 JB, Netherlands"
Park16hoven Woensdrechtstraat 9,Textile Collection,51.9532419,4.4551595,"13, Woensdrechtstraat, Park 16Hoven, Zestienhoven, Overschie, Rotterdam, South Holland, Netherlands, 3045 PZ, Netherlands"
Park16hoven Tinbergenlaan 50,Textile Collection,51.9483567,4.4536007,"Basisschool Park16Hoven, Tinbergenlaan, Park 16Hoven, Zestienhoven, Overschie, Rotterdam, South Holland, Netherlands, 3045 BK, Netherlands"
Over de Slinge Sommelsdijkstraat 19,Textile Collection,51.8775062,4.4707931,"8, Kerkwervesingel, Pendrecht, Charlois, Rotterdam, South Holland, Netherlands, 3086 HH, Netherlands"
Over de Slinge Krabbendijkestraat 243,Textile Collection,51.8731702,4.4657762,"Over de Slinge, Kloosterzandestraat, Pendrecht, Charlois, Rotterdam, South Holland, Netherlands, 3086 JB, Netherlands"
Krimpenerwaard - Breeweer 1,Textile Collection,51.9658717,4.6417295,"1, Breeweer, Lageweg, Ouderkerk aan den IJssel, Krimpenerwaard, South Holland, Netherlands, 2935 CA, Netherlands"
Krimpenerwaard - Burgemeester Neetstraat 1,Textile Collection,51.9347042,4.6362994,"1, Burgemeester Neetstraat, Ouderkerk aan den IJssel, Krimpenerwaard, South Holland, Netherlands, 2935 BA, Netherlands"
Krimpenerwaard - Rozenlaan 1,Textile Collection,51.9322072,4.6376651,"76, Kerkweg, Ouderkerk aan den IJssel, Krimpenerwaard, South Holland, Netherlands, 2935 AK, Netherlands"
Krimpenerwaard - Geerlaan 1,Textile Collection,51.9282543,4.642842,"1, Geerlaan, Ouderkerk aan den IJssel, Krimpenerwaard, South Holland, Netherlands, 2935 RA, Netherlands"
Kledingbank Nieuwegein geroofd,Textile Collection,52.0350302,5.0888816,"23, Vredebestlaan, Rijndael, Nieuwegein, Utrecht, Netherlands, 3431 CG, Netherlands"
Krimpenerwaard - Potgieterstraat 1,Textile Collection,51.8975253,4.6802839,"1, Potgieterstraat, Lekkerkerk, Krimpenerwaard, South Holland, Netherlands, 2941 GR, Netherlands"
Krimpenerwaard - Weidelaan 1,Textile Collection,51.9036152,4.6888766,"1, Weidelaan, Lekkerkerk, Krimpenerwaard, South Holland, Netherlands, 2941 RJ, Netherlands"
Krimpenerwaard - Groenland 37,Textile Collection,51.8987247,4.6306741,"Groenland, Krimpen aan de Lek, Krimpenerwaard, South Holland, Netherlands, 2931 RA, Netherlands"
Krimpenerwaard - Koningin Julianastraat 77,Textile Collection,51.8937347,4.6276926,"De Markt, Krimpen aan de Lek, Krimpenerwaard, South Holland, Netherlands, 2931 HB, Netherlands"
Krimpenerwaard - Gerard Doustraat 1,Textile Collection,51.8942916,4.6293647,"16, Hoofdstraat, Krimpen aan de Lek, Krimpenerwaard, South Holland, Netherlands, 2931 CK, Netherlands"
Krimpenerwaard - Kleine haven 11,Textile Collection,52.0013753,4.7753253,"13a, Kleine Haven, Haastrecht, Krimpenerwaard, South Holland, Netherlands, 2851 BP, Netherlands"
Krimpenerwaard - Johan Brouckplein 1,Textile Collection,51.9839262,4.6760371,"1, Johan Brouckplein, Gouderak, Krimpenerwaard, South Holland, Netherlands, 2831 XV, Netherlands"
Krimpenerwaard - Kerkweg 1,Textile Collection,51.94553797,4.708479676,"Kerkweg 1, 2825 BP Berkenwoude, Netherlands"
Krimpenerwaard - Milieustraat Veerweg,Textile Collection,51.9250702,4.7817991,"51.9250702, 4.7817991"
Krimpenerwaard - Meidoornstraat 84,Textile Collection,51.9338695,4.7903846,"84, Meidoornstraat, Bergambacht, Krimpenerwaard, South Holland, Netherlands, 2861 VK, Netherlands"
Krimpenerwaard - Pleinstraat 9,Textile Collection,51.9352524,4.7851481,"9, Pleinstraat, Bergambacht, Krimpenerwaard, South Holland, Netherlands, 2861 XE, Netherlands"
Krimpenerwaard - Dijklaan 15,Textile Collection,51.9292214,4.7853952,"15, Dijklaan, Bergstoep, Bergambacht, Krimpenerwaard, South Holland, Netherlands, 2861 EK, Netherlands"
Krimpenerwaard - Kerkplein 4,Textile Collection,51.9269549,4.808883,"PKN Ned Hervormd, Kerkplein, Ammerstol, Krimpenerwaard, South Holland, Netherlands, 2865 XT, Netherlands"
ISN Ulu Zwolle,Textile Collection,52.523793,6.0905608,"Gombertstraat, Holtenbroek, Zwolle, Overijssel, Netherlands, 8031 LC, Netherlands"
SPON de Steenen Kamer,Textile Collection,51.8276538,4.6505403,"De Steenen Kamer, Hoofdland, Prinsessenbuurt, Zwijndrecht, South Holland, Netherlands, 3332 RG, Netherlands"
KBS de Toermalijn,Textile Collection,51.815935,4.6509657,"8, Anna Paulownastraat, Westkeetshaven, Zwijndrecht, South Holland, Netherlands, 3331 AA, Netherlands"
Kindcentrum Juliana,Textile Collection,51.8182209,4.647592,"30, Juliana van Stolbergstraat, Centrum, Zwijndrecht, South Holland, Netherlands, 3331 BJ, Netherlands"
KC De Notenbalk,Textile Collection,51.8203858,4.6071886,"26b, Bazuinstraat, Heer Oudelands' Ambacht, Zwijndrecht, South Holland, Netherlands, 3335 DD, Netherlands"
Nehemia Zwijndrecht,Textile Collection,51.8164121,4.6325857,"Nehemia Ministries, H.A. Lorentzstraat, Develpoort, Zwijndrecht, South Holland, Netherlands, 3331 EE, Netherlands"
ISN Barbaros Zutphen,Textile Collection,52.1421415,6.1994413,"Barbaros Islamitische Stichting, 6, David Evekinkstraat, Waterkwartier, De Hoven, Zutphen, Gelderland, Netherlands, 7201 BT, Netherlands"
IKC De Triangel,Textile Collection,52.0663529,4.5186324,"De Triangel, 33, Vlasakker, Segwaert, Zoetermeer, South Holland, Netherlands, 2723 TP, Netherlands"
ISN Oranje Kultur Merkezi Zoetermeer,Textile Collection,52.0515756,4.5018787,"Islamitische Stichting Nederland / Oranje Cultureel Centrum Zoetermeer, Schoolstraat, Palenstein, Zoetermeer, South Holland, Netherlands, 2712 VC, Netherlands"
Kindcentrum Koningskwartier,Textile Collection,52.00859088,4.592824696,"Koning Willem-Alexanderlaan 261, 2761 JP Zevenhuizen, Netherlands"
Stichting Europa Oost-Turkistan Educatie Centrum,Textile Collection,52.0918602,5.2408904,"Nojz Creatieve Communicatie, 163, Van Reenenweg, Zeist, Utrecht, Netherlands, 3702 SJ, Netherlands"
Coop Bremmer,Textile Collection,52.1155298,4.8362011,"3, Middenweg, Zegveld, Woerden, Utrecht, Netherlands, 3474 KC, Netherlands"
Mili Gorus Zaandam,Textile Collection,52.440218,4.8291171,"1, Steve Bikoplein, Zaandam, Zaanstad, North Holland, Netherlands, 1501 PX, Netherlands"
SWS De Wereldweide,Textile Collection,52.1696802,4.633164,"SWS De Wereldweide, van Hoogstratenlaan, Woubrugge, Kaag en Braassem, South Holland, Netherlands, 2481 XC, Netherlands"
Gereformeerde Kerk Woubrugge,Textile Collection,52.1699021,4.6383971,"PKN Gereformeerd, van Hemessenkade, Woubrugge, Kaag en Braassem, South Holland, Netherlands, 2481 BH, Netherlands"
Sint Jan Baptist,Textile Collection,52.1442878,4.4135417,"Basisschool St. Jan Baptist, Violierenweg, Deijleroord, Wassenaar, South Holland, Netherlands, 2241 XP, Netherlands"
IKC Kleurrijk,Textile Collection,52.0534431,4.6549889,"Kleurrijk, 3, Jacob Catslaan, Vondelwijk, Waddinxveen, South Holland, Netherlands, 2741 XL, Netherlands"
ISN Anadolu Waddinxveen,Textile Collection,52.055591,4.6541736,"Lokale Omroep Waddinveen, Staringlaan, Vondelwijk, Waddinxveen, South Holland, Netherlands, 2741 XX, Netherlands"
