Service Point Name,Operations,Latitude,Longitude,Address
Archipelschool De Omnibus,Textile Collection,51.4624928,3.5719734,"3, Slangenburg, Bossenburgh, Lammerenburg, Vlissingen, Zeeland, Netherlands, 4385 HT, Netherlands"
Kindcentrum de Ark | Baarnhoeve,Textile Collection,51.9390303,4.3542995,"Kunst BSO de Ark, 4, Baarnhoeve, Hoevenbuurt, Vlaardingen, South Holland, Netherlands, 3137 RL, Netherlands"
Kindcentrum de Ark |Lissabonweg,Textile Collection,51.9351449,4.3508032,"Basisschool De Ark, Lissabonweg, Hoofdstedenbuurt, Vlaardingen, South Holland, Netherlands, 3137 LR, Netherlands"
CBS Het Anker,Textile Collection,51.934629,4.3383936,"5, Glidkruid, Kruidenbuurt, Vlaardingen, South Holland, Netherlands, 3137 WG, Netherlands"
Zonnehuis,Textile Collection,51.9247228,4.3501178,"Het Zonnehuis, 5, Dillenburgsingel, Statenbuurt, Vlaardingen, South Holland, Netherlands, 3136 EA, Netherlands"
OBS Klimop Vlaardingen,Textile Collection,51.9262619,4.3511146,"1, Stadhouderslaan, Statenbuurt, Vlaardingen, South Holland, Netherlands, 3136 BK, Netherlands"
ISN Eyup Sultan Vlaardingen,Textile Collection,51.9068053,4.3468699,"Eyüp Sultan Moskee, Hendrik Kikkertplaats, Nieuw Sluis, Vlaardingen, South Holland, Netherlands, 3134 NM, Netherlands"
Obs De Singel Vlaardingen,Textile Collection,51.9346395,4.3366659,"1, Muskuskruid, Kruidenbuurt, Vlaardingen, South Holland, Netherlands, 3137 WH, Netherlands"
Stichting Ummet Vlaardingen,Textile Collection,51.9102603,4.349737,"71, Emmastraat, Oostwijk, Vlaardingen, South Holland, Netherlands, 3134 CH, Netherlands"
Sint Jozefschool,Textile Collection,52.2141985,4.9314988,"De Sint Jozefschool, 1, Tuinderslaantje, Dorp, Achterbos, Vinkeveen, De Ronde Venen, Utrecht, Netherlands, 3645 EX, Netherlands"
OBS De Tiende Penning,Textile Collection,51.8783314,4.1783254,"'t Dijckhuis, Dijckpotingen, Vierpolders, Voorne aan Zee, South Holland, Netherlands, 3237 AK, Netherlands"
ISN Veghel Selimiye,Textile Collection,51.6080659,5.5462679,"5, Evertsenstraat, Leest, Doornhoek, Veghel, Meierijstad, North Brabant, Netherlands, 5463 HM, Netherlands"
ISN Ihlas Veenendaal,Textile Collection,52.0257754,5.5668935,"Íhlas Camíí, Pollux, Veenendaal, Utrecht, Netherlands, 3902 TA, Netherlands"
Van Asch van Wijckschool,Textile Collection,52.0962472,5.091217,"Van Asch van Wijckschool, 85, Louis Couperusstraat, Lombok, Utrecht, Netherlands, 3532 CX, Netherlands"
Mili Gorus Utrecht,Textile Collection,52.1042329,5.0977219,"Mili Görüş Utrecht Mescid-i Aksa, 18, Royaards van den Hamkade, Ondiep, Utrecht, Netherlands, 3552 CM, Netherlands"
Wawollie Utrecht,Textile Collection,52.1242478,5.0411309,"59, Maarssenbroeksedijk, Lage Weide, Utrecht, Netherlands, 3542 DM, Netherlands"
Emmaus Overvecht,Textile Collection,52.1145731,5.1094122,"201, Gloriantdreef, Winkelcentrum Overvecht, Utrecht, Netherlands, 3562 KW, Netherlands"
ISN Eyup Sultan Utrecht,Textile Collection,52.0758049,5.0944484,"Eyup Sultan, 3, Bernadottelaan, Kanaleneiland, Utrecht, Netherlands, 3527 GA, Netherlands"
Stichting Milli Gorus Uden,Textile Collection,51.6619036,5.6266321,"Süleymaniye, President Kennedylaan, Uden, Maashorst, North Brabant, Netherlands, 5402 KB, Netherlands"
ISN Ahmet Yesevi Tiel,Textile Collection,51.8863989,5.4371692,"20, Koornmarkt, Sterrebos, Tiel, Gelderland, Netherlands, 4001 KW, Netherlands"
Basisschool Stellegors,Textile Collection,51.8051817,4.0278072,"OBS Stellegors, Meidoornstraat, Stellendam, Goeree-Overflakkee, South Holland, Netherlands, 3251 CV, Netherlands"
Kerk Stellendam,Textile Collection,51.8004239,4.0216646,"Beth-El Kerk, Voorstraat, Stellendam, Goeree-Overflakkee, South Holland, Netherlands, 3251 PB, Netherlands"
MGR Bekkerschool Spijkenisse,Textile Collection,51.8421469,4.3377473,"61, Eikenlaan, Groenewoud, Spijkenisse, Nissewaard, South Holland, Netherlands, 3203 BG, Netherlands"
Vereniging N.T.O. Spijkenisse,Textile Collection,51.8546466,4.3158197,"2, A M de Jongstraat, Schiekamp, Spijkenisse, Nissewaard, South Holland, Netherlands, 3202 AD, Netherlands"
2e Van der Huchtschool,Textile Collection,52.1679666,5.2790833,"2e van der Huchtschool, Libel, Soest, Utrecht, Netherlands, 3766 HH, Netherlands"
Insingerschool,Textile Collection,52.1619476,5.2752276,"59, Insingerstraat, Soest, Utrecht, Netherlands, 3766 MA, Netherlands"
School met de Bijbel,Textile Collection,51.5973262,4.1026013,"Zo, 40, Schoolstraat, Sint-Annaland, Tholen, Zeeland, Netherlands, 4697 CL, Netherlands"
Kringloop Zeeland Serooskerke,Textile Collection,51.5422335,3.5924984,"3, De Zompe, Serooskerke, Veere, Zeeland, Netherlands, 4353 RT, Netherlands"
Workman,Textile Collection,51.9320427,4.3985393,"508, Fokkerstraat, Spaanse Polder, Windas, Schiedam, South Holland, Netherlands, 3125 BE, Netherlands"
IKC Kethel,Textile Collection,51.9357115,4.3767449,"Vlaardingseweg, Kethel, Windas, Schiedam, South Holland, Netherlands, 3121 JM, Netherlands"
Retourette/AH Schiedam,Textile Collection,51.9073733,4.4016823,"115, Groenelaan, De Gorzen, Schiedam, South Holland, Netherlands, 3114 CE, Netherlands"
Islamitisch Centrum Yildiz Schiedam,Textile Collection,51.9157661,4.381192,"Islamitisch Centrum Schiedam, 5, Doctor Schaepmansingel, Nieuwland, Schiedam, South Holland, Netherlands, 3118 XH, Netherlands"
ISN Muradiye Schiedam,Textile Collection,51.9188329,4.3974488,"4, Raam, Schiedam, South Holland, Netherlands, 3111 PL, Netherlands"
Fridtjof Nansen,Textile Collection,51.9649935,4.5456139,"Fridtjof Nansen Basisschool, 2-8, Nansenplaats, Romeijnshof, Ommoord, Prins Alexander, Rotterdam, South Holland, Netherlands, 3069 CV, Netherlands"
Goede Herderkerk,Textile Collection,51.9580125,4.4674856,"Goede Herder, Wilgenplaslaan, Schiebroek, Hillegersberg-Schiebroek, Rotterdam, South Holland, Netherlands, 3053 CD, Netherlands"
Klaver-Heijplaat,Textile Collection,51.8949151,4.4199681,"15, Vestastraat, Heijplaat, Charlois, Rotterdam, South Holland, Netherlands, 3089 RL, Netherlands"
Kindcentrum IJsselmonde,Textile Collection,51.8876616,4.5598602,"SBO van Heuven Goedhart, 251, Oosterhagen, Groenenhagen-Tuinenhoven, Groot-IJsselmonde, IJsselmonde, Rotterdam, South Holland, Netherlands, 3078 CL, Netherlands"
OBS de Waterlelie,Textile Collection,51.9648227,4.5763817,"Koevordermeer, Zevenkamp, Prins Alexander, Rotterdam, South Holland, Netherlands, 3068 KS, Netherlands"
Albert Plesman IKC,Textile Collection,51.9551337,4.5387097,"Haakdistel, Machielencamp, Ommoord, Prins Alexander, Rotterdam, South Holland, Netherlands, 3068 ND, Netherlands"
De Bergse veld school,Textile Collection,51.9574019,4.5136345,"150, Mozartlaan, Molenlaankwartier, Hillegersberg-Schiebroek, Rotterdam, South Holland, Netherlands, 3055 KM, Netherlands"
Vrije School Rotterdam West,Textile Collection,51.9222784,4.4593025,"Vrijeschool Rotterdam-West, 7-11, Velsenluststraat, Middelland, Delfshaven, Rotterdam, South Holland, Netherlands, 3021 AW, Netherlands"
School de Plevier,Textile Collection,51.85891984,4.377214438,"Plevier 64, 3191 GA Hoogvliet Rotterdam, Netherlands"
Dakpark school,Textile Collection,51.907832,4.4423955,"Catharina Beersmansstraat 80, 3025 EJ Rotterdam, Netherlands"
De Kleine Prins Rotterdam,Textile Collection,51.9411108,4.5416623,"19, Van Bassenstraat, Het Lage Land, Prins Alexander, Rotterdam, South Holland, Netherlands, 3067 XC, Netherlands"
Gultepe Moskee,Textile Collection,51.9311926,4.4825934,"137, Erasmusstraat, Oude Noorden, Noord, Rotterdam, South Holland, Netherlands, 3035 LD, Netherlands"
Laurens den Hoogenban Rotterdam,Textile Collection,51.9316332,4.4316748,"31, Van der Sasstraat, Kleinpolder-West, Kleinpolder, Overschie, Rotterdam, South Holland, Netherlands, 3042 NM, Netherlands"
Stichting Birlik Rotterdam,Textile Collection,51.896784,4.4997407,"53A, Blazoenstraat, Bloemhof, Feijenoord, Rotterdam, South Holland, Netherlands, 3073 HB, Netherlands"
ISN Ulu Rotterdam,Textile Collection,51.9297384,4.504974,"267, Oudedijk, Kralingen-West, Kralingen-Crooswijk, Rotterdam, South Holland, Netherlands, 3061 AK, Netherlands"
Stichting Huis van de wijk De Nieuwe Nachtegaal,Textile Collection,51.8848527,4.4676438,"21, Mezenhof, Oud-Charlois, Charlois, Rotterdam, South Holland, Netherlands, 3082 ZE, Netherlands"
ISN Mevlana Rotterdam,Textile Collection,51.9212856,4.4415014,"Mevlana moskee, Mevlanaplein, Nieuwe Westen, Delfshaven, Rotterdam, South Holland, Netherlands, 3022 EP, Netherlands"
Hockey Club Rotterdam,Textile Collection,51.9682355,4.4843116,"HC Rotterdam, Ankie Verbeek-Ohrlaan, Schiebroek, Hillegersberg-Schiebroek, Rotterdam, South Holland, Netherlands, 3054 WH, Netherlands"
ISN Laleli Rotterdam,Textile Collection,51.8884252,4.4743853,"9, Gruttostraat, Carnisse, Charlois, Rotterdam, South Holland, Netherlands, 3083 KZ, Netherlands"
Transvalia ZW,Textile Collection,51.8659993,4.4666119,"Kalverpad, Charlois, Rotterdam, South Holland, Netherlands, 3084 LP, Netherlands"
ISN Kocatepe Rotterdam,Textile Collection,51.8991406,4.5027071,"40A, Afrikaanderplein, Afrikaanderwijk, Feijenoord, Rotterdam, South Holland, Netherlands, 3072 EC, Netherlands"
Stichting Mescidi Ravza Rotterdam,Textile Collection,51.91701683,4.464503976,"Bajonetstraat 55B, 3014 ZC Rotterdam, Netherlands"
OBS de Singel,Textile Collection,51.5337176,4.4618385,"O.B.S. De Singel, 87, Burgemeester Prinsensingel, Roosendaal, North Brabant, Netherlands, 4701 HL, Netherlands"
De Klimroos,Textile Collection,51.43154238,4.11382307,"Hinkelingestraat 8, 4413 AG Krabbendijke, Netherlands"
Kerk Pernis - Ring 1,Textile Collection,51.8875822,4.3936784,"Ring 1, 3195 XB Pernis, Netherlands"
De Kameleon,Textile Collection,51.8281424,4.6809266,"De Kameleon, Schoolstraat, Papendrecht, South Holland, Netherlands, 3351 ED, Netherlands"
OBS De Wielen,Textile Collection,51.829607,4.7012325,"1, P. Zandtstraat, Papendrecht, South Holland, Netherlands, 3354 AT, Netherlands"
OBS Die Heenetrecht,Textile Collection,51.5681073,4.1966425,"obs Die Heenetrecht, Burgemeester Versluijsstraat, Oud-Vossemeer, Tholen, Zeeland, Netherlands, 4698 AS, Netherlands"
Basisschool Keuchenius,Textile Collection,51.824016,4.4011035,"Uitloop, Boerderijbuurt, Oud-Beijerland, Hoeksche Waard, South Holland, Netherlands, 3262 CE, Netherlands"
Archipelschool Tweemaster-kameleon,Textile Collection,51.4691323,3.6025211,"Tweemaster-Kameleon, Roerstraat, Groot-Abeele, Oost-Souburg, Vlissingen, Zeeland, Netherlands, 4388 RV, Netherlands"
ISN Ahmet Yesevi Oosterhout,Textile Collection,51.6430283,4.8636653,"Ahmet Yesevi Moskee, 57, Klappeijstraat, Slotjes, Oosterhout, North Brabant, Netherlands, 4901 HD, Netherlands"
Kayori,Textile Collection,52.116838,6.223289,"Sippenbroek 2, 7207 BZ Zutphen"
Aldi Nieuwerkerk,Textile Collection,51.9616211,4.5888491,"64, Hoofdweg-Zuid, Nieuwerkerk aan den IJssel, Zuidplas, South Holland, Netherlands, 2912 EE, Netherlands"
De Lonneboot,Textile Collection,51.4819427,3.6581841,"1, Van Akenstraat, Nieuw- en Sint Joosland, Middelburg, Zeeland, Netherlands, 4339 BR, Netherlands"
Archipelschool Het Element,Textile Collection,51.4917995,3.6290165,"Archipelschool het Element, Zwerfruststraat, Dauwendaele, Middelburg, Zeeland, Netherlands, 4337 VN, Netherlands"
ISN Yeni Maassluis,Textile Collection,51.9264416,4.2465717,"Yeni Cami, Mozartlaan, Kapelpolder, Maassluis, South Holland, Netherlands, 3144 BJ, Netherlands"
Kringloop Maasdijk,Textile Collection,51.9604658,4.2108174,"6B, Maasambacht, De 4E Hoeve, Maasdijk, Westland, South Holland, Netherlands, 2676 CW, Netherlands"
Wereldkidz Bontenest,Textile Collection,52.1376085,5.0171836,"'t Bontenest, Spechtenkamp, Maarssenbroek, Maarssen, Stichtse Vecht, Utrecht, Netherlands, 3607 KN, Netherlands"
WereldKidz Merseberch,Textile Collection,52.0583826,5.4074176,"28, van Beuningenlaan, Maarsbergen, Utrechtse Heuvelrug, Utrecht, Netherlands, 3953 BR, Netherlands"
WereldKidz Meent,Textile Collection,52.0646208,5.3758965,"Trompplein, Maarn, Utrechtse Heuvelrug, Utrecht, Netherlands, 3951 CW, Netherlands"
Jenaplanschool de Waterval,Textile Collection,52.2447228,4.556435,"De Waterval, Frans Halsstraat, Poelpolder, Lisse, South Holland, Netherlands, 2162 CL, Netherlands"
OBS de Bongerd,Textile Collection,52.1363495,5.4393054,"36d, Asschatterweg, Alandsbeek, Leusden, Utrecht, Netherlands, 3831 JT, Netherlands"
Moskee Fatih Sultan Leiden,Textile Collection,52.147908,4.467449,"Da Vinci College ISK, Johan Wagenaarlaan, Boshuizen, Leiden, South Holland, Netherlands, 2324 XD, Netherlands"
Weggeefwinkel Leiden,Textile Collection,52.1586775,4.4972371,"Vestingwerken van Leiden, Vrouwenkerkkoorstraat, De Camp, Leiden, South Holland, Netherlands, 2312 WP, Netherlands"
ISN Mimar Sinan Leiden,Textile Collection,52.1669188,4.5076935,"Mimar Sinanmoskee, Kooiplein, Noord, Leiden, South Holland, Netherlands, 2315 XV, Netherlands"
Basisschool Radewijnsz,Textile Collection,51.8989077,5.0911707,"RKBS Floris Radewijnsz, Drossaardslaan, Leerdam-Noord, Leerdam, Vijfheerenlanden, Utrecht, Netherlands, 4143 BD, Netherlands"
ISN Anadolu Leerdam,Textile Collection,51.8862834,5.0825918,"3, Tulpstraat, Leerdam-West, Leerdam, Vijfheerenlanden, Utrecht, Netherlands, 4142 XS, Netherlands"
Stichting Sociaal Centrum De Brug Leerdam,Textile Collection,51.8910326,5.0868919,"J.P.S. De Wilgenhoek, Tiendweg, Leerdam-West, Leerdam, Vijfheerenlanden, Utrecht, Netherlands, 4142 AA, Netherlands"
Waldorf aan Zee,Textile Collection,52.454897,4.6209649,"Sportloket Velsen - Heerenduinzaal, 43, Heerenduinweg, IJmuiden, Velsen, North Holland, Netherlands, 1971 JA, Netherlands"
Ecokring Houten,Textile Collection,52.0392662,5.1461756,"De Ecokring Houten, 9a, Peppelkade, Doornkade, Oud-Wulven, Houten, Utrecht, Netherlands, 3992 AL, Netherlands"
Moskee Ar-Rahman,Textile Collection,52.2956844,4.6887186,"Ar-Rahman, Graan voor Visch, Hoofddorp, Haarlemmermeer, North Holland, Netherlands, 2132 XA, Netherlands"
ISN Hoofddorp,Textile Collection,52.3139158,4.6904426,"Broekermeerstraat 119, 2131 AR Hoofddorp, Netherlands"
Willem Farelschool,Textile Collection,52.1704695,5.4639334,"Willem Farelschool, 9, Dassenburcht, Hoevelaken, Nijkerk, Gelderland, Netherlands, 3871 JM, Netherlands"
ISN Mevlana Hilversum,Textile Collection,52.2285599,5.1818647,"Mevlana moskee, 27, Geuzenweg, Johannes Geradtswegbuurt, Hilversum, North Holland, Netherlands, 1221 BK, Netherlands"
Savioschool,Textile Collection,52.2955391,4.5842111,"Daltonschool Hillegom, Prinses Irenelaan, Weerestein, Hillegom, South Holland, Netherlands, 2181 CV, Netherlands"
Dierentehuis 's-Hertogenbosch,Textile Collection,51.6916275,5.3472563,"Dierentehuis 's-Hertogenbosch, 41, Oosterplasweg, Aawijk-Zuid, Zuidoost, 's-Hertogenbosch, North Brabant, Netherlands, 5215 HT, Netherlands"
ISN Orhan Gazi 's-Hertogenbosch,Textile Collection,51.6946295,5.2700988,"Orhman Gazi, Lagemorgenlaan, De Schutskamp, West, 's-Hertogenbosch, North Brabant, Netherlands, 5223 HW, Netherlands"
VV Nieuwenhoorn,Textile Collection,51.8522608,4.1404703,"v.v. Nieuwenhoorn, Theo Kwantenstraat, Nieuwenhoorn, Hellevoetsluis, Voorne aan Zee, South Holland, Netherlands, 3223 CG, Netherlands"
ISN Eyup Sultan Hellevoetsluis,Textile Collection,51.8378847,4.1290037,"2, Moriaanseweg West, Dorp en Hoonaart, Hellevoetsluis, Voorne aan Zee, South Holland, Netherlands, 3222 AD, Netherlands"
Stichting Sein Heemstede,Textile Collection,52.3414896,4.6232919,"Herenhuis, 5, Achterweg, Heemstede, North Holland, Netherlands, 2103 SW, Netherlands"
PCB Johannes Post,Textile Collection,52.0991232,4.5949071,"Johannes Postschool, Sportparklaan, Hazerswoude-Dorp, Alphen aan den Rijn, South Holland, Netherlands, 2391 AX, Netherlands"
S.B.B.H Harderwijk,Textile Collection,52.3367556,5.6298904,"24, Gelreweg, Harderwijk, Gelderland, Netherlands, 3843 AN, Netherlands"
ISN Harderwijk,Textile Collection,52.3443539,5.6437204,"Mehmet Akif Moskee, Thorbeckelaan, Harderwijk, Gelderland, Netherlands, 3842 GX, Netherlands"
Samenwerkingsschool De Pelikaan,Textile Collection,51.9998369,4.7779099,"Grote Haven, Haastrecht, Krimpenerwaard, South Holland, Netherlands, 2851 BM, Netherlands"
Milli Gorus Fatih Haarlem,Textile Collection,52.4140889,4.6452525,"4C, Generaal Spoorlaan, Haarlem, North Holland, Netherlands, 2025 NB, Netherlands"
Verkoopschuur Grijpskerke Kringloop,Textile Collection,51.5336321,3.5676805,"27, Hondegemsweg, Grijpskerke, Veere, Zeeland, Netherlands, 4364 RA, Netherlands"
Terres des Hommes,Textile Collection,52.01097963,4.708504943,"Lange Groenendaal 51, 2801 LR Gouda, Netherlands"
Friends4Charity,Textile Collection,51.8376689,4.972908,"Gomarus Scholengemeenschap, Nicolaas Pieckstraat, Haarwijk, Gorinchem, South Holland, Netherlands, 4205 BR, Netherlands"
ISN Suleyman Celebi Gorinchem,Textile Collection,51.8477367,4.9695974,"Suleyman Celebi Moskee, Hoefslag, Schotdeuren, Gorinchem, South Holland, Netherlands, 4205 NK, Netherlands"
Cbs Prinses Beatrix,Textile Collection,51.4907601,3.8881942,"Prinses Beatrixschool, 103, Elvis Presleylaan, Ouverture, Goes, Zeeland, Netherlands, 4462 LB, Netherlands"
De Vier Heemskinderen,Textile Collection,51.564277,4.644055,"Basisschool De Vier Heemskinderen, Heilig Hartstraat, Banakkers, Etten-Leur, North Brabant, Netherlands, 4873 CC, Netherlands"
Hockeyclub Etten-Leur,Textile Collection,51.5638712,4.657022,"Olympiade, Hooghuis, Vaartkant, Etten-Leur, North Brabant, Netherlands, 4873 DW, Netherlands"
BS Willibrordus Esch,Textile Collection,51.61341,5.2911697,"Willibrordusschool, Postelstraat, Esch, Boxtel, North Brabant, Netherlands, 5296 LN, Netherlands"
ISN Hz. Omer Epe,Textile Collection,52.3462438,5.9978919,"18, Oenerweg, Epe, Gelderland, Netherlands, 8161 PN, Netherlands"
De Talisman,Textile Collection,51.421314,5.489867,"De Talisman, 9, Seringenstraat, Gerardusplein, Stratum, Eindhoven, North Brabant, Netherlands, 5644 PK, Netherlands"
Emmaus Eindhoven,Textile Collection,51.424278,5.463775,"Orthodox Parish of Saint Nektarios, Hoogstraat, Rapelenburg, Gestel, Eindhoven, North Brabant, Netherlands, 5654 NH, Netherlands"
Internationale School Eindhoven,Textile Collection,51.4647129,5.4304738,"Oirschotsedijk, Strijp, Eindhoven, North Brabant, Netherlands, 5651 GC, Netherlands"
Stichting Turkse Gemeenschap Mevlana Eindhoven,Textile Collection,51.439175,5.515887,"2, Jan van Riebeecklaan, Doornakkers-Oost, Tongelre, Eindhoven, North Brabant, Netherlands, 5642 MD, Netherlands"
ISN Haci Bayram Veli Drunen,Textile Collection,51.6882392,5.1342551,"Haci Bayram Veli Moskee, Wilhelminastraat, Drunen, Heusden, North Brabant, Netherlands, 5151 BZ, Netherlands"
Haci Bayram Driebergen,Textile Collection,52.0463725,5.2929923,"1, Akkerweg, Driebergen-Rijsenburg, Utrechtse Heuvelrug, Utrecht, Netherlands, 3972 AA, Netherlands"
Stichting Vluchtelingkinderen Driebergen,Textile Collection,52.0540347,5.2887367,"Eurowinkel, 73, Oranjelaan, Traaij, Driebergen-Rijsenburg, Utrechtse Heuvelrug, Utrecht, Netherlands, 3971 HE, Netherlands"
Julianaschool,Textile Collection,51.7889744,4.7053834,"Julianaschool, Elzenlaan, Dubbeldam, Dordrecht, South Holland, Netherlands, 3319 VC, Netherlands"
ISN Anadolu Doesburg,Textile Collection,52.0100017,6.1431434,"20, Oranjesingel, Beinum, Doesburg, Gelderland, Netherlands, 6981 GZ, Netherlands"
ISN Selimiye Dieren,Textile Collection,52.049624,6.1060873,"Selimiye Moskee, 30a, Enkweg, Dieren, Rheden, Gelderland, Netherlands, 6951 BV, Netherlands"
ISN Merkez Deventer,Textile Collection,52.2604285,6.1609146,"ISN Deventer Centrum Moskee, Burgemeester Van Heemstralaan, Oosterstraat, Voorstad, Deventer, Overijssel, Netherlands, 7413 BE, Netherlands"
Kind Centrum De Balans,Textile Collection,52.070265,4.405563,"Kindcentrum Balans, Klaverveld, Velden, Leidschenveen-Ypenburg, The Hague, South Holland, Netherlands, 2492 MA, Netherlands"
Koos Meindersschool,Textile Collection,52.0619288,4.2470053,"Albardastraat 25, 2555 XP Den Haag, Netherlands"
Drielinden,Textile Collection,52.0727107,4.2695999,"4, 2e Braamstraat, Valkenboskwartier, Segbroek, The Hague, South Holland, Netherlands, 2563 HK, Netherlands"
Tamarschool,Textile Collection,52.0505322,4.2790191,"Tamarschool, Maartensdijklaan, Morgenstond-Oost, Morgenstond, Escamp, The Hague, South Holland, Netherlands, 2541 VH, Netherlands"
OG Heldringschool,Textile Collection,52.0814934,4.2562471,"O.G. Heldringschool, Sperwerlaan, Vogelwijk, Segbroek, The Hague, South Holland, Netherlands, 2566 VM, Netherlands"
Nutsbasisschool Boldingh,Textile Collection,52.0843529,4.2762789,"2e Schuytstraat, Scheveningen, The Hague, South Holland, Netherlands, 2517 SB, Netherlands"
Moskee Ondort Masumlar,Textile Collection,52.0636332,4.3053448,"On Dort Masumlar Cami, Fabritiusstraat, Vermeerkwartier, Centrum, The Hague, South Holland, Netherlands, 2525 VE, Netherlands"
ISN Ahi Evran Den Haag,Textile Collection,52.0446433,4.2552951,"Isn Ahi Evran Camii Moskee, Vredeoord, Bouwlust, Escamp, The Hague, South Holland, Netherlands, 2544 TR, Netherlands"
HWW Zorg Moerwijk Den Haag,Textile Collection,52.0493474,4.3076631,"236, Twickelstraat, Moerwijk, Escamp, The Hague, South Holland, Netherlands, 2531 RE, Netherlands"
Stichting Educatie Integratie en Cultuur Hizan,Textile Collection,52.0367863,4.2584905,"Sporthal Zuidhaghe, 625H, Beresteinlaan, Bouwlust, Escamp, The Hague, South Holland, Netherlands, 2542 JR, Netherlands"
Widar,Textile Collection,52.0122974,4.3420854,"Widar, 2, De Meesterstraat, Agnetapark, Hof van Delft, Delft, South Holland, Netherlands, 2613 XB, Netherlands"
ISN Sultan Ahmet Delft,Textile Collection,51.9966338,4.3478678,"Sultan Ahmet Moskee, Componistenpad, Juniusbuurt, Buitenhof, Delft, South Holland, Netherlands, 2625 GB, Netherlands"
Stichting Sein Cruquius,Textile Collection,52.3338077,4.6515107,"Cruquiushoeve, Spieringweg, Landgoed Wickevoort, Cruquius, Haarlemmermeer, North Holland, Netherlands, 2142 ED, Netherlands"
Daltonschool de Vijfster,Textile Collection,51.9174806,4.5454009,"4, 1e Articuslaan, Fascinatio, Capelle aan den IJssel, South Holland, Netherlands, 2909 TB, Netherlands"
SVS Voetbal,Textile Collection,51.9395378,4.5735768,"31, Capelseweg, Schenkel, Capelle aan den IJssel, South Holland, Netherlands, 2907 XA, Netherlands"
Moskee Haci Bayram Bunschoten,Textile Collection,52.2453357,5.3598023,"HDV Haci Bayram moskee, 88, Bikkersweg, Bunschoten-Spakenburg, Bunschoten, Utrecht, Netherlands, 3752 WV, Netherlands"
Basisschool de Akker,Textile Collection,52.0756242,4.6653929,"RKBS De Akker, Populierenhof, Boskoop, Alphen aan den Rijn, South Holland, Netherlands, 2771 DG, Netherlands"
De Brielse Veste,Textile Collection,51.9020087,4.1618018,"vestingwerken van Brielle, Thoelaverweg, Brielle, Voorne aan Zee, South Holland, Netherlands, 3231 KD, Netherlands"
Van Dijckschool,Textile Collection,52.1362884,5.2086481,"van Dijckschool, Van Dijcklaan, Bilthoven, De Bilt, Utrecht, Netherlands, 3723 CE, Netherlands"
De Sterrekijker,Textile Collection,52.4971566,4.6680592,"Fokkerlaan, Meerestein, Beverwijk, North Holland, Netherlands, 1945 VC, Netherlands"
ISN Aksemsettin Beverwijk,Textile Collection,52.4854826,4.6652617,"44, Zweedselaan, Oranjebuurt, Beverwijk, North Holland, Netherlands, 1947 HX, Netherlands"
ISN Mescid-i Kuba Best,Textile Collection,51.505406,5.390617,"31, Michiel de Ruijterstraat, Naastenbest, Best, North Brabant, Netherlands, 5684 BK, Netherlands"
ISN Ulu Bergen op zoom,Textile Collection,51.4863183,4.3049751,"ULU, Van Heelulaan, Warande, Bergen op Zoom, North Brabant, Netherlands, 4624 BM, Netherlands"
Dr Schaepschool Marijkesingel,Textile Collection,51.8497635,4.5492826,"Dr. Schaepmanschool (Marijkesingel), Ziedewijdsedijk, Oranjewijk, Barendrecht, South Holland, Netherlands, 2991 DL, Netherlands"
T Vierschip,Textile Collection,51.5072971,3.6742764,"’t Vierschip, Oostgat, Arnemuiden, Middelburg, Zeeland, Netherlands, 4341 LE, Netherlands"
Moskee Assalaam Apeldoorn,Textile Collection,52.2072184,5.9626591,"8, Tenderlaan, Apeldoorn, Gelderland, Netherlands, 7331 AJ, Netherlands"
Moskee Eyup Sultan Amsterdam,Textile Collection,52.3533992,4.9172612,"15D, Joubertstraat, Transvaalbuurt, Oost, Amsterdam, North Holland, Netherlands, 1091 XN, Netherlands"
Moskee Ayasofya milli gorus Amsterdam,Textile Collection,52.3661696,4.8603753,"Westermoskee, Van Speijkstraat, De Baarsjes, West, Amsterdam, North Holland, Netherlands, 1057 GK, Netherlands"
BSO Blauwe Lijn,Textile Collection,52.3153442,4.9714978,"Kopkewierpad, Bijlmer, Zuidoost, Amsterdam, North Holland, Netherlands, 1104 KX, Netherlands"
Kringloopcentrum Zuidoost,Textile Collection,52.2952611,4.9443902,"24, Schepenbergweg, Amstel III, Zuidoost, Amsterdam, North Holland, Netherlands, 1105 AT, Netherlands"
ISN Emir Sultan Amsterdam,Textile Collection,52.4005092,4.9442164,"Emir Sultan Moskee, Savelsbos, Buikslotermeer, Noord, Zunderdorp, Amsterdam, North Holland, Netherlands, 1025 BL, Netherlands"
Stichting Islamitisch Centrum Nieuw West - Slotermeer,Textile Collection,52.3831359,4.8221709,"Stichting Saray, 152, Slotermeerlaan, Slotermeer, Nieuw-West, Amsterdam, North Holland, Netherlands, 1063 JW, Netherlands"
Stichting Regenboog Amsterdam,Textile Collection,52.3820604,4.849425,"1, Sara Burgerhartstraat, Landlust, West, Amsterdam, North Holland, Netherlands, 1055 KV, Netherlands"
ISN Haci Bayram Amsterdam,Textile Collection,52.3585461,4.7892965,"Haci Bayram Camii Osdorp, Baden Powellweg, De Punt, Nieuw-West, Sloten, Amsterdam, North Holland, Netherlands, 1069 LM, Netherlands"
