Date,Operation,Service Point,Material,Actual Amount (Item),Item UOM
2024-04-13 00:00:00,Textile Collection,Basisschool Radewijnsz,Bag Number,40.0,pcs
2024-04-13 00:00:00,Textile Collection,BSO Blauwe Lijn,Bag Number,40.0,pcs
2024-04-13 00:00:00,Textile Collection,ISN Anadolu Leerdam,Bag Number,40.0,pcs
2024-04-13 00:00:00,Textile Collection,ISN Emir Sultan Amsterdam,Bag Number,30.0,pcs
2024-04-13 00:00:00,Textile Collection,ISN Hoofddorp,Bag Number,40.0,pcs
2024-04-13 00:00:00,Textile Collection,Jenaplanschool de Waterval,Bag Number,25.0,pcs
2024-04-13 00:00:00,Textile Collection,Joris de Witte,Bag Number,40.0,pcs
2024-04-13 00:00:00,Textile Collection,Kind Centrum De Balans,Bag Number,40.0,pcs
2024-04-13 00:00:00,Textile Collection,Moskee Ayasofya milli gorus Amsterdam,Bag Number,30.0,pcs
2024-04-13 00:00:00,Textile Collection,Moskee Eyup Sultan Amsterdam,Bag Number,16.0,pcs
2024-04-13 00:00:00,Textile Collection,Sint Jozefschool,Bag Number,26.0,pcs
2024-04-13 00:00:00,Textile Collection,Stichting Islamic Relief Nederland,Bag Number,60.0,pcs
2024-04-13 00:00:00,Textile Collection,Stichting Sociaal Centrum De Brug Leerdam,Bag Number,11.0,pcs
2024-04-13 00:00:00,Textile Collection,Basisschool Radewijnsz,Bag Weight,206.39,kg
2024-04-13 00:00:00,Textile Collection,BSO Blauwe Lijn,Bag Weight,206.39,kg
2024-04-13 00:00:00,Textile Collection,ISN Anadolu Leerdam,Bag Weight,206.39,kg
2024-04-13 00:00:00,Textile Collection,ISN Emir Sultan Amsterdam,Bag Weight,154.79,kg
2024-04-13 00:00:00,Textile Collection,ISN Hoofddorp,Bag Weight,206.39,kg
2024-04-13 00:00:00,Textile Collection,Jenaplanschool de Waterval,Bag Weight,129.0,kg
2024-04-13 00:00:00,Textile Collection,Joris de Witte,Bag Weight,206.39,kg
2024-04-13 00:00:00,Textile Collection,Kind Centrum De Balans,Bag Weight,206.39,kg
2024-04-13 00:00:00,Textile Collection,Moskee Ayasofya milli gorus Amsterdam,Bag Weight,154.79,kg
2024-04-13 00:00:00,Textile Collection,Moskee Eyup Sultan Amsterdam,Bag Weight,82.56,kg
2024-04-13 00:00:00,Textile Collection,Sint Jozefschool,Bag Weight,134.16,kg
2024-04-13 00:00:00,Textile Collection,Stichting Islamic Relief Nederland,Bag Weight,309.59,kg
2024-04-13 00:00:00,Textile Collection,Stichting Sociaal Centrum De Brug Leerdam,Bag Weight,56.76,kg
2024-04-15 00:00:00,Textile Collection,Albert Plesman IKC,Bag Number,15.0,pcs
2024-04-15 00:00:00,Textile Collection,Albert Schweitzerschool,Bag Number,40.0,pcs
2024-04-15 00:00:00,Textile Collection,Aldi Nieuwerkerk,Bag Number,15.0,pcs
2024-04-15 00:00:00,Textile Collection,Dakpark school,Bag Number,20.0,pcs
2024-04-15 00:00:00,Textile Collection,Daltonschool de Vijfster,Bag Number,22.0,pcs
2024-04-15 00:00:00,Textile Collection,De Bergse veld school,Bag Number,19.0,pcs
2024-04-15 00:00:00,Textile Collection,De Kleine Prins Rotterdam,Bag Number,8.0,pcs
2024-04-15 00:00:00,Textile Collection,ISN Eyup Sultan Utrecht,Bag Number,95.0,pcs
2024-04-15 00:00:00,Textile Collection,ISN Ulu Utrecht,Bag Number,68.0,pcs
2024-04-15 00:00:00,Textile Collection,Kerk Pernis - Burg. van Esstraat 46,Bag Number,0.0,pcs
2024-04-15 00:00:00,Textile Collection,Kerk Pernis - Ring 1,Bag Number,40.0,pcs
2024-04-15 00:00:00,Textile Collection,Klaver-Heijplaat,Bag Number,5.0,pcs
2024-04-15 00:00:00,Textile Collection,Kledingbank Nieuwegein geroofd,Bag Number,35.0,pcs
2024-04-15 00:00:00,Textile Collection,Kledingbank Nieuwegein Origineel,Bag Number,27.0,pcs
2024-04-15 00:00:00,Textile Collection,Koningin Wilhelmina school,Bag Number,24.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Breeweer 1,Bag Number,30.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Burgemeester Neetstraat 1,Bag Number,80.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Dijklaan 15,Bag Number,40.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Geerlaan 1,Bag Number,14.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Gerard Doustraat 1,Bag Number,84.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Groenland 37,Bag Number,22.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Johan Brouckplein 1,Bag Number,80.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Kerkweg 1,Bag Number,30.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Kivietslaan,Bag Number,120.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Kleine haven 11,Bag Number,85.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Koningin Julianastraat 77,Bag Number,40.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Meidoornstraat 84,Bag Number,30.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Milieustraat Veerweg,Bag Number,60.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Pleinstraat 9,Bag Number,70.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Potgieterstraat 1,Bag Number,8.0,pcs
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Weidelaan 1,Bag Number,40.0,pcs
2024-04-15 00:00:00,Textile Collection,Mili Gorus Utrecht,Bag Number,25.0,pcs
2024-04-15 00:00:00,Textile Collection,OBS de Waterlelie,Bag Number,5.0,pcs
2024-04-15 00:00:00,Textile Collection,Over de Slinge Krabbendijkestraat 243,Bag Number,15.0,pcs
2024-04-15 00:00:00,Textile Collection,Over de Slinge Sommelsdijkstraat 19,Bag Number,12.0,pcs
2024-04-15 00:00:00,Textile Collection,Park16hoven Tinbergenlaan 50,Bag Number,30.0,pcs
2024-04-15 00:00:00,Textile Collection,Park16hoven Woensdrechtstraat 9,Bag Number,6.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Groenewoud,Bag Number,95.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Hadewychplaats,Bag Number,72.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Hoeklaan,Bag Number,23.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Klokbekerkreek,Bag Number,83.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Meester P.J. Oudweg,Bag Number,42.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Prinses Ireneplein,Bag Number,0.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Schoollaan,Bag Number,24.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Number,52.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis - Winterakker,Bag Number,75.0,pcs
2024-04-15 00:00:00,Textile Collection,Reinis- Weegschaal,Bag Number,24.0,pcs
2024-04-15 00:00:00,Textile Collection,Samenwerkingsschool De Pelikaan,Bag Number,28.0,pcs
2024-04-15 00:00:00,Textile Collection,School de Plevier,Bag Number,22.0,pcs
2024-04-15 00:00:00,Textile Collection,Stichting Europa Oost-Turkistan Educatie Centrum,Bag Number,63.0,pcs
2024-04-15 00:00:00,Textile Collection,Vrije School Rotterdam West,Bag Number,28.0,pcs
2024-04-15 00:00:00,Textile Collection,Albert Plesman IKC,Bag Weight,68.99,kg
2024-04-15 00:00:00,Textile Collection,Albert Schweitzerschool,Bag Weight,183.97,kg
2024-04-15 00:00:00,Textile Collection,Aldi Nieuwerkerk,Bag Weight,67.62,kg
2024-04-15 00:00:00,Textile Collection,Dakpark school,Bag Weight,91.99,kg
2024-04-15 00:00:00,Textile Collection,Daltonschool de Vijfster,Bag Weight,101.18,kg
2024-04-15 00:00:00,Textile Collection,De Bergse veld school,Bag Weight,87.39,kg
2024-04-15 00:00:00,Textile Collection,De Kleine Prins Rotterdam,Bag Weight,36.79,kg
2024-04-15 00:00:00,Textile Collection,ISN Eyup Sultan Utrecht,Bag Weight,515.97,kg
2024-04-15 00:00:00,Textile Collection,ISN Ulu Utrecht,Bag Weight,369.33,kg
2024-04-15 00:00:00,Textile Collection,Kerk Pernis - Burg. van Esstraat 46,Bag Weight,0.0,kg
2024-04-15 00:00:00,Textile Collection,Kerk Pernis - Ring 1,Bag Weight,183.97,kg
2024-04-15 00:00:00,Textile Collection,Klaver-Heijplaat,Bag Weight,23.0,kg
2024-04-15 00:00:00,Textile Collection,Kledingbank Nieuwegein geroofd,Bag Weight,190.1,kg
2024-04-15 00:00:00,Textile Collection,Kledingbank Nieuwegein Origineel,Bag Weight,146.65,kg
2024-04-15 00:00:00,Textile Collection,Koningin Wilhelmina school,Bag Weight,121.72,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Breeweer 1,Bag Weight,135.25,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Burgemeester Neetstraat 1,Bag Weight,360.66,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Dijklaan 15,Bag Weight,202.87,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Geerlaan 1,Bag Weight,63.12,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Gerard Doustraat 1,Bag Weight,426.03,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Groenland 37,Bag Weight,111.58,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Johan Brouckplein 1,Bag Weight,360.66,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Kerkweg 1,Bag Weight,135.25,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Kivietslaan,Bag Weight,541.0,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Kleine haven 11,Bag Weight,383.21,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Koningin Julianastraat 77,Bag Weight,202.87,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Meidoornstraat 84,Bag Weight,152.15,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Milieustraat Veerweg,Bag Weight,304.31,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Pleinstraat 9,Bag Weight,355.02,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Potgieterstraat 1,Bag Weight,40.57,kg
2024-04-15 00:00:00,Textile Collection,Krimpenerwaard - Weidelaan 1,Bag Weight,202.87,kg
2024-04-15 00:00:00,Textile Collection,Lansingerland ondergronds,Bag Weight,4140.0,kg
2024-04-15 00:00:00,Textile Collection,Mili Gorus Utrecht,Bag Weight,135.78,kg
2024-04-15 00:00:00,Textile Collection,OBS de Waterlelie,Bag Weight,23.0,kg
2024-04-15 00:00:00,Textile Collection,Over de Slinge Krabbendijkestraat 243,Bag Weight,68.99,kg
2024-04-15 00:00:00,Textile Collection,Over de Slinge Sommelsdijkstraat 19,Bag Weight,55.19,kg
2024-04-15 00:00:00,Textile Collection,Park16hoven Tinbergenlaan 50,Bag Weight,137.98,kg
2024-04-15 00:00:00,Textile Collection,Park16hoven Woensdrechtstraat 9,Bag Weight,27.6,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Groenewoud,Bag Weight,418.78,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Hadewychplaats,Bag Weight,317.39,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Hoeklaan,Bag Weight,101.39,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Klokbekerkreek,Bag Weight,365.88,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Meester P.J. Oudweg,Bag Weight,185.14,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Prinses Ireneplein,Bag Weight,0.0,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Schoollaan,Bag Weight,105.8,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Weight,229.22,kg
2024-04-15 00:00:00,Textile Collection,Reinis - Winterakker,Bag Weight,330.61,kg
2024-04-15 00:00:00,Textile Collection,Reinis- Weegschaal,Bag Weight,105.8,kg
2024-04-15 00:00:00,Textile Collection,Renewi Den Haag,Bag Weight,4160.0,kg
2024-04-15 00:00:00,Textile Collection,Samenwerkingsschool De Pelikaan,Bag Weight,126.23,kg
2024-04-15 00:00:00,Textile Collection,School de Plevier,Bag Weight,101.18,kg
2024-04-15 00:00:00,Textile Collection,Stichting Europa Oost-Turkistan Educatie Centrum,Bag Weight,342.17,kg
2024-04-15 00:00:00,Textile Collection,TOG origineel,Bag Weight,7334.0,kg
2024-04-15 00:00:00,Textile Collection,Vrije School Rotterdam West,Bag Weight,128.78,kg
2024-04-16 00:00:00,Textile Collection,2e Van der Huchtschool,Bag Number,4.0,pcs
2024-04-16 00:00:00,Textile Collection,CBS Het Anker,Bag Number,15.0,pcs
2024-04-16 00:00:00,Textile Collection,Haci Bayram Driebergen,Bag Number,3.0,pcs
2024-04-16 00:00:00,Textile Collection,Het Windas,Bag Number,10.0,pcs
2024-04-16 00:00:00,Textile Collection,IKC Kethel,Bag Number,15.0,pcs
2024-04-16 00:00:00,Textile Collection,Insingerschool,Bag Number,17.0,pcs
2024-04-16 00:00:00,Textile Collection,Islamitisch Centrum Yildiz Schiedam,Bag Number,140.0,pcs
2024-04-16 00:00:00,Textile Collection,ISN Eyup Sultan Vlaardingen,Bag Number,5.0,pcs
2024-04-16 00:00:00,Textile Collection,ISN Mevlana Hilversum,Bag Number,40.0,pcs
2024-04-16 00:00:00,Textile Collection,Kindcentrum de Ark | Baarnhoeve,Bag Number,14.0,pcs
2024-04-16 00:00:00,Textile Collection,Kindcentrum de Ark |Lissabonweg,Bag Number,8.0,pcs
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Albert Plesmanstraat 4,Bag Number,115.0,pcs
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Bergambachterstraat 9,Bag Number,63.0,pcs
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Cellebroedersstraat 33,Bag Number,92.0,pcs
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Doelenplein 5,Bag Number,55.0,pcs
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Kerkplein 4,Bag Number,45.0,pcs
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Vlierstraat 16,Bag Number,40.0,pcs
2024-04-16 00:00:00,Textile Collection,MGR Bekkerschool Spijkenisse,Bag Number,20.0,pcs
2024-04-16 00:00:00,Textile Collection,OBS de Bongerd,Bag Number,25.0,pcs
2024-04-16 00:00:00,Textile Collection,OBS de Dubbelster,Bag Number,28.0,pcs
2024-04-16 00:00:00,Textile Collection,Obs De Singel Vlaardingen,Bag Number,13.0,pcs
2024-04-16 00:00:00,Textile Collection,OBS Klimop Vlaardingen,Bag Number,25.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - Damstraat,Bag Number,30.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - Groene Kruisweg,Bag Number,22.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - Marrewijklaan,Bag Number,21.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - Milieustraat Mosterweg,Bag Number,230.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - Rembrandstraat,Bag Number,25.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Number,3.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis - t Plateau,Bag Number,40.0,pcs
2024-04-16 00:00:00,Textile Collection,Reinis- Weegschaal,Bag Number,1.0,pcs
2024-04-16 00:00:00,Textile Collection,Retourette/AH Schiedam,Bag Number,120.0,pcs
2024-04-16 00:00:00,Textile Collection,Stichting Masjid El Fath,Bag Number,35.0,pcs
2024-04-16 00:00:00,Textile Collection,Stichting Ummet Vlaardingen,Bag Number,21.0,pcs
2024-04-16 00:00:00,Textile Collection,Stichting Vluchtelingkinderen Driebergen,Bag Number,70.0,pcs
2024-04-16 00:00:00,Textile Collection,Vereniging N.T.O. Spijkenisse,Bag Number,30.0,pcs
2024-04-16 00:00:00,Textile Collection,WereldKidz Meent,Bag Number,15.0,pcs
2024-04-16 00:00:00,Textile Collection,WereldKidz Merseberch,Bag Number,18.0,pcs
2024-04-16 00:00:00,Textile Collection,2e Van der Huchtschool,Bag Weight,22.9,kg
2024-04-16 00:00:00,Textile Collection,CBS Het Anker,Bag Weight,58.1,kg
2024-04-16 00:00:00,Textile Collection,Haci Bayram Driebergen,Bag Weight,17.18,kg
2024-04-16 00:00:00,Textile Collection,Het Windas,Bag Weight,38.73,kg
2024-04-16 00:00:00,Textile Collection,IKC Kethel,Bag Weight,58.1,kg
2024-04-16 00:00:00,Textile Collection,Insingerschool,Bag Weight,97.33,kg
2024-04-16 00:00:00,Textile Collection,Islamitisch Centrum Yildiz Schiedam,Bag Weight,542.23,kg
2024-04-16 00:00:00,Textile Collection,ISN Eyup Sultan Vlaardingen,Bag Weight,19.37,kg
2024-04-16 00:00:00,Textile Collection,ISN Mevlana Hilversum,Bag Weight,229.02,kg
2024-04-16 00:00:00,Textile Collection,Kindcentrum de Ark | Baarnhoeve,Bag Weight,54.22,kg
2024-04-16 00:00:00,Textile Collection,Kindcentrum de Ark |Lissabonweg,Bag Weight,30.98,kg
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Albert Plesmanstraat 4,Bag Weight,541.34,kg
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Bergambachterstraat 9,Bag Weight,296.56,kg
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Cellebroedersstraat 33,Bag Weight,433.07,kg
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Doelenplein 5,Bag Weight,258.9,kg
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Kerkplein 4,Bag Weight,211.83,kg
2024-04-16 00:00:00,Textile Collection,Krimpenerwaard - Vlierstraat 16,Bag Weight,188.29,kg
2024-04-16 00:00:00,Textile Collection,MGR Bekkerschool Spijkenisse,Bag Weight,106.78,kg
2024-04-16 00:00:00,Textile Collection,OBS de Bongerd,Bag Weight,143.14,kg
2024-04-16 00:00:00,Textile Collection,OBS de Dubbelster,Bag Weight,160.31,kg
2024-04-16 00:00:00,Textile Collection,Obs De Singel Vlaardingen,Bag Weight,50.35,kg
2024-04-16 00:00:00,Textile Collection,OBS Klimop Vlaardingen,Bag Weight,96.83,kg
2024-04-16 00:00:00,Textile Collection,RAD onderlos,Bag Weight,3520.0,kg
2024-04-16 00:00:00,Textile Collection,Reinis - Damstraat,Bag Weight,160.17,kg
2024-04-16 00:00:00,Textile Collection,Reinis - Groene Kruisweg,Bag Weight,117.45,kg
2024-04-16 00:00:00,Textile Collection,Reinis - Marrewijklaan,Bag Weight,112.12,kg
2024-04-16 00:00:00,Textile Collection,Reinis - Milieustraat Mosterweg,Bag Weight,1227.94,kg
2024-04-16 00:00:00,Textile Collection,Reinis - Rembrandstraat,Bag Weight,133.47,kg
2024-04-16 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Weight,16.02,kg
2024-04-16 00:00:00,Textile Collection,Reinis - t Plateau,Bag Weight,213.55,kg
2024-04-16 00:00:00,Textile Collection,Reinis- Weegschaal,Bag Weight,5.34,kg
2024-04-16 00:00:00,Textile Collection,Renewi Voorschoten,Bag Weight,4120.0,kg
2024-04-16 00:00:00,Textile Collection,Retourette/AH Schiedam,Bag Weight,464.77,kg
2024-04-16 00:00:00,Textile Collection,Stichting Masjid El Fath,Bag Weight,200.39,kg
2024-04-16 00:00:00,Textile Collection,Stichting Ummet Vlaardingen,Bag Weight,81.33,kg
2024-04-16 00:00:00,Textile Collection,Stichting Vluchtelingkinderen Driebergen,Bag Weight,400.78,kg
2024-04-16 00:00:00,Textile Collection,Vereniging N.T.O. Spijkenisse,Bag Weight,160.17,kg
2024-04-16 00:00:00,Textile Collection,WereldKidz Meent,Bag Weight,85.88,kg
2024-04-16 00:00:00,Textile Collection,WereldKidz Merseberch,Bag Weight,103.06,kg
2024-04-17 00:00:00,Textile Collection,Auris de Kring,Bag Number,11.0,pcs
2024-04-17 00:00:00,Textile Collection,Basisschool Keuchenius,Bag Number,14.0,pcs
2024-04-17 00:00:00,Textile Collection,Basisschool Stellegors,Bag Number,7.0,pcs
2024-04-17 00:00:00,Textile Collection,Cbs Prinses Beatrix,Bag Number,8.0,pcs
2024-04-17 00:00:00,Textile Collection,De Brielse Veste,Bag Number,10.0,pcs
2024-04-17 00:00:00,Textile Collection,De Klimroos,Bag Number,37.0,pcs
2024-04-17 00:00:00,Textile Collection,De Langstee,Bag Number,2.0,pcs
2024-04-17 00:00:00,Textile Collection,De Talisman,Bag Number,32.0,pcs
2024-04-17 00:00:00,Textile Collection,De Vier Heemskinderen,Bag Number,24.0,pcs
2024-04-17 00:00:00,Textile Collection,De Wingerd,Bag Number,10.0,pcs
2024-04-17 00:00:00,Textile Collection,Eyup Sultan Apeldoorn,Bag Number,40.0,pcs
2024-04-17 00:00:00,Textile Collection,Gezamenlijke scholen Brielle,Bag Number,12.0,pcs
2024-04-17 00:00:00,Textile Collection,IBS Er Riseleh,Bag Number,29.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Anadolu Doesburg,Bag Number,46.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Barbaros Zutphen,Bag Number,120.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Eyup Sultan Hellevoetsluis,Bag Number,6.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Harderwijk,Bag Number,24.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Hz. Omer Epe,Bag Number,18.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Ihlas Veenendaal,Bag Number,38.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Merkez Deventer,Bag Number,55.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Selimiye Dieren,Bag Number,15.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Ulu Bergen op zoom,Bag Number,65.0,pcs
2024-04-17 00:00:00,Textile Collection,ISN Ulu Zwolle,Bag Number,63.0,pcs
2024-04-17 00:00:00,Textile Collection,KBS Nobelaer,Bag Number,50.0,pcs
2024-04-17 00:00:00,Textile Collection,Kerk Pernis - Burg. van Esstraat 46,Bag Number,25.0,pcs
2024-04-17 00:00:00,Textile Collection,Kerk Pernis - Ring 1,Bag Number,3.0,pcs
2024-04-17 00:00:00,Textile Collection,Kerk Stellendam,Bag Number,38.0,pcs
2024-04-17 00:00:00,Textile Collection,Kringloop Zeeland Serooskerke,Bag Number,30.0,pcs
2024-04-17 00:00:00,Textile Collection,Milieustraat Lansingerland,Bag Number,185.0,pcs
2024-04-17 00:00:00,Textile Collection,Moskee Assalaam Apeldoorn,Bag Number,40.0,pcs
2024-04-17 00:00:00,Textile Collection,OBS de Singel,Bag Number,17.0,pcs
2024-04-17 00:00:00,Textile Collection,OBS De Tiende Penning,Bag Number,6.0,pcs
2024-04-17 00:00:00,Textile Collection,Reinis - Branderf,Bag Number,2.0,pcs
2024-04-17 00:00:00,Textile Collection,Reinis - Gemeenlandsedijk Zuid,Bag Number,31.0,pcs
2024-04-17 00:00:00,Textile Collection,Reinis - Nico de Regtplein,Bag Number,40.0,pcs
2024-04-17 00:00:00,Textile Collection,Reinis - Prinses Julianaplein,Bag Number,10.0,pcs
2024-04-17 00:00:00,Textile Collection,RKBS Fatima,Bag Number,80.0,pcs
2024-04-17 00:00:00,Textile Collection,S.B.B.H Harderwijk,Bag Number,14.0,pcs
2024-04-17 00:00:00,Textile Collection,Stichting Ekulinda,Bag Number,60.0,pcs
2024-04-17 00:00:00,Textile Collection,T Vierschip,Bag Number,24.0,pcs
2024-04-17 00:00:00,Textile Collection,Verkoopschuur Grijpskerke Kringloop,Bag Number,110.0,pcs
2024-04-17 00:00:00,Textile Collection,Auris de Kring,Bag Weight,44.81,kg
2024-04-17 00:00:00,Textile Collection,Basisschool Keuchenius,Bag Weight,57.04,kg
2024-04-17 00:00:00,Textile Collection,Basisschool Stellegors,Bag Weight,35.0,kg
2024-04-17 00:00:00,Textile Collection,Cbs Prinses Beatrix,Bag Weight,32.59,kg
2024-04-17 00:00:00,Textile Collection,De Brielse Veste,Bag Weight,50.0,kg
2024-04-17 00:00:00,Textile Collection,De Klimroos,Bag Weight,150.74,kg
2024-04-17 00:00:00,Textile Collection,De Langstee,Bag Weight,10.0,kg
2024-04-17 00:00:00,Textile Collection,De Talisman,Bag Weight,113.4,kg
2024-04-17 00:00:00,Textile Collection,De Vier Heemskinderen,Bag Weight,97.78,kg
2024-04-17 00:00:00,Textile Collection,De Wingerd,Bag Weight,40.74,kg
2024-04-17 00:00:00,Textile Collection,Eyup Sultan Apeldoorn,Bag Weight,211.42,kg
2024-04-17 00:00:00,Textile Collection,Gezamenlijke scholen Brielle,Bag Weight,60.0,kg
2024-04-17 00:00:00,Textile Collection,IBS Er Riseleh,Bag Weight,102.77,kg
2024-04-17 00:00:00,Textile Collection,ISN Anadolu Doesburg,Bag Weight,243.13,kg
2024-04-17 00:00:00,Textile Collection,ISN Barbaros Zutphen,Bag Weight,634.25,kg
2024-04-17 00:00:00,Textile Collection,ISN Eyup Sultan Hellevoetsluis,Bag Weight,30.0,kg
2024-04-17 00:00:00,Textile Collection,ISN Harderwijk,Bag Weight,126.85,kg
2024-04-17 00:00:00,Textile Collection,ISN Hz. Omer Epe,Bag Weight,95.14,kg
2024-04-17 00:00:00,Textile Collection,ISN Ihlas Veenendaal,Bag Weight,200.85,kg
2024-04-17 00:00:00,Textile Collection,ISN Merkez Deventer,Bag Weight,290.7,kg
2024-04-17 00:00:00,Textile Collection,ISN Selimiye Dieren,Bag Weight,79.28,kg
2024-04-17 00:00:00,Textile Collection,ISN Ulu Bergen op zoom,Bag Weight,264.81,kg
2024-04-17 00:00:00,Textile Collection,ISN Ulu Zwolle,Bag Weight,332.98,kg
2024-04-17 00:00:00,Textile Collection,KBS Nobelaer,Bag Weight,203.7,kg
2024-04-17 00:00:00,Textile Collection,Kerk Pernis - Burg. van Esstraat 46,Bag Weight,88.59,kg
2024-04-17 00:00:00,Textile Collection,Kerk Pernis - Ring 1,Bag Weight,10.63,kg
2024-04-17 00:00:00,Textile Collection,Kerk Stellendam,Bag Weight,190.0,kg
2024-04-17 00:00:00,Textile Collection,Kringloop Zeeland Serooskerke,Bag Weight,122.22,kg
2024-04-17 00:00:00,Textile Collection,Milieustraat Lansingerland,Bag Weight,655.6,kg
2024-04-17 00:00:00,Textile Collection,Moskee Assalaam Apeldoorn,Bag Weight,211.42,kg
2024-04-17 00:00:00,Textile Collection,OBS de Singel,Bag Weight,69.26,kg
2024-04-17 00:00:00,Textile Collection,OBS De Tiende Penning,Bag Weight,30.0,kg
2024-04-17 00:00:00,Textile Collection,Opnieuw&Co,Bag Weight,3700.0,kg
2024-04-17 00:00:00,Textile Collection,RAD onderlos,Bag Weight,3340.0,kg
2024-04-17 00:00:00,Textile Collection,Reinis - Branderf,Bag Weight,10.0,kg
2024-04-17 00:00:00,Textile Collection,Reinis - Gemeenlandsedijk Zuid,Bag Weight,155.0,kg
2024-04-17 00:00:00,Textile Collection,Reinis - Nico de Regtplein,Bag Weight,200.0,kg
2024-04-17 00:00:00,Textile Collection,Reinis - Prinses Julianaplein,Bag Weight,50.0,kg
