Date,Operation,Service Point,Material,Actual Amount (Item),Item UOM
2024-08-13 00:00:00,Textile Collection,KC Wereldweijde,Bag Number,0.0,pcs
2024-08-13 00:00:00,Textile Collection,Kindcentrum de Ark | Baarnhoeve,Bag Number,18.0,pcs
2024-08-13 00:00:00,Textile Collection,Kindcentrum de Ark |Lissabonweg,Bag Number,14.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Albert Plesmanstraat 4,Bag Number,60.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Bergambachterstraat 9,Bag Number,29.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Cellebroedersstraat 33,Bag Number,70.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Doelenplein 5,Bag Number,21.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Julianaplein 4,Bag Number,4.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Kerkplein 4,Bag Number,13.0,pcs
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Vlierstraat 16,Bag Number,13.0,pcs
2024-08-13 00:00:00,Textile Collection,Kringloop Maasdijk,Bag Number,0.0,pcs
2024-08-13 00:00:00,Textile Collection,Laurens den Hoogenban Rotterdam,Bag Number,40.0,pcs
2024-08-13 00:00:00,Textile Collection,MGR Bekkerschool Spijkenisse,Bag Number,16.0,pcs
2024-08-13 00:00:00,Textile Collection,Milieustraat Lansingerland,Bag Number,182.0,pcs
2024-08-13 00:00:00,Textile Collection,Moskee en Nour,Bag Number,12.0,pcs
2024-08-13 00:00:00,Textile Collection,Obs De Singel Vlaardingen,Bag Number,8.0,pcs
2024-08-13 00:00:00,Textile Collection,OBS Klimop Vlaardingen,Bag Number,40.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Damstraat,Bag Number,28.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Fregat,Bag Number,15.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Groene Kruisweg,Bag Number,7.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Marrewijklaan,Bag Number,24.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Milieustraat Mosterweg,Bag Number,129.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Rembrandstraat,Bag Number,26.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Number,25.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis - t Plateau,Bag Number,40.0,pcs
2024-08-13 00:00:00,Textile Collection,Reinis- Weegschaal,Bag Number,15.0,pcs
2024-08-13 00:00:00,Textile Collection,Retourette/AH Schiedam,Bag Number,100.0,pcs
2024-08-13 00:00:00,Textile Collection,Stichting Masjid El Fath,Bag Number,20.0,pcs
2024-08-13 00:00:00,Textile Collection,Stichting Ummet Vlaardingen,Bag Number,5.0,pcs
2024-08-13 00:00:00,Textile Collection,Stichting Vluchtelingkinderen Driebergen,Bag Number,103.0,pcs
2024-08-13 00:00:00,Textile Collection,Van Dijckschool,Bag Number,11.0,pcs
2024-08-13 00:00:00,Textile Collection,Vereniging N.T.O. Spijkenisse,Bag Number,12.0,pcs
2024-08-13 00:00:00,Textile Collection,Willem Farelschool,Bag Number,3.0,pcs
2024-08-13 00:00:00,Textile Collection,CBS Het Anker,Bag Weight,79.95,kg
2024-08-13 00:00:00,Textile Collection,Coop Bremmer,Bag Weight,218.94,kg
2024-08-13 00:00:00,Textile Collection,GBS de Regenboog,Bag Weight,18.77,kg
2024-08-13 00:00:00,Textile Collection,Islamitisch Centrum Yildiz Schiedam,Bag Weight,783.54,kg
2024-08-13 00:00:00,Textile Collection,ISN Eyup Sultan Vlaardingen,Bag Weight,37.31,kg
2024-08-13 00:00:00,Textile Collection,ISN Mevlana Hilversum,Bag Weight,250.22,kg
2024-08-13 00:00:00,Textile Collection,ISN Yeni Maassluis,Bag Weight,159.91,kg
2024-08-13 00:00:00,Textile Collection,KC Wereldweijde,Bag Weight,0.0,kg
2024-08-13 00:00:00,Textile Collection,Kindcentrum de Ark | Baarnhoeve,Bag Weight,95.94,kg
2024-08-13 00:00:00,Textile Collection,Kindcentrum de Ark |Lissabonweg,Bag Weight,74.62,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Albert Plesmanstraat 4,Bag Weight,365.71,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Bergambachterstraat 9,Bag Weight,176.76,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Cellebroedersstraat 33,Bag Weight,426.67,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Doelenplein 5,Bag Weight,128.0,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Julianaplein 4,Bag Weight,24.38,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Kerkplein 4,Bag Weight,79.24,kg
2024-08-13 00:00:00,Textile Collection,Krimpenerwaard - Vlierstraat 16,Bag Weight,79.24,kg
2024-08-13 00:00:00,Textile Collection,Kringloop Maasdijk,Bag Weight,0.0,kg
2024-08-13 00:00:00,Textile Collection,Laurens den Hoogenban Rotterdam,Bag Weight,213.21,kg
2024-08-13 00:00:00,Textile Collection,MGR Bekkerschool Spijkenisse,Bag Weight,81.54,kg
2024-08-13 00:00:00,Textile Collection,Milieustraat Lansingerland,Bag Weight,713.95,kg
2024-08-13 00:00:00,Textile Collection,Moskee en Nour,Bag Weight,75.07,kg
2024-08-13 00:00:00,Textile Collection,Obs De Singel Vlaardingen,Bag Weight,42.64,kg
2024-08-13 00:00:00,Textile Collection,OBS Klimop Vlaardingen,Bag Weight,213.21,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Damstraat,Bag Weight,142.69,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Fregat,Bag Weight,76.44,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Groene Kruisweg,Bag Weight,35.67,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Marrewijklaan,Bag Weight,122.31,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Milieustraat Mosterweg,Bag Weight,506.05,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Rembrandstraat,Bag Weight,132.5,kg
2024-08-13 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Weight,127.4,kg
2024-08-13 00:00:00,Textile Collection,Reinis - t Plateau,Bag Weight,203.85,kg
2024-08-13 00:00:00,Textile Collection,Reinis- Weegschaal,Bag Weight,76.44,kg
2024-08-13 00:00:00,Textile Collection,Retourette/AH Schiedam,Bag Weight,533.02,kg
2024-08-13 00:00:00,Textile Collection,Stichting Masjid El Fath,Bag Weight,125.11,kg
2024-08-13 00:00:00,Textile Collection,Stichting Ummet Vlaardingen,Bag Weight,26.65,kg
2024-08-13 00:00:00,Textile Collection,Stichting Vluchtelingkinderen Driebergen,Bag Weight,644.32,kg
2024-08-13 00:00:00,Textile Collection,Van Dijckschool,Bag Weight,68.81,kg
2024-08-13 00:00:00,Textile Collection,Vereniging N.T.O. Spijkenisse,Bag Weight,61.15,kg
2024-08-13 00:00:00,Textile Collection,Willem Farelschool,Bag Weight,18.77,kg
2024-08-14 00:00:00,Textile Collection,Archipelschool De Omnibus,Bag Number,5.0,pcs
2024-08-14 00:00:00,Textile Collection,Archipelschool Het Element,Bag Number,25.0,pcs
2024-08-14 00:00:00,Textile Collection,Archipelschool Tweemaster-kameleon,Bag Number,12.0,pcs
2024-08-14 00:00:00,Textile Collection,Basisschool de Hoogakker,Bag Number,35.0,pcs
2024-08-14 00:00:00,Textile Collection,Basisschool Stellegors,Bag Number,11.0,pcs
2024-08-14 00:00:00,Textile Collection,Bergpadschool,Bag Number,3.0,pcs
2024-08-14 00:00:00,Textile Collection,BS Willibrordus Esch,Bag Number,48.0,pcs
2024-08-14 00:00:00,Textile Collection,De Achtbaan Caenlaan,Bag Number,40.0,pcs
2024-08-14 00:00:00,Textile Collection,De Achtbaan Calaislaan,Bag Number,4.0,pcs
2024-08-14 00:00:00,Textile Collection,De Brielse Veste,Bag Number,14.0,pcs
2024-08-14 00:00:00,Textile Collection,De Lonneboot,Bag Number,5.0,pcs
2024-08-14 00:00:00,Textile Collection,De Talisman,Bag Number,77.0,pcs
2024-08-14 00:00:00,Textile Collection,Dierentehuis 's-Hertogenbosch,Bag Number,22.0,pcs
2024-08-14 00:00:00,Textile Collection,Emmaus Eindhoven,Bag Number,200.0,pcs
2024-08-14 00:00:00,Textile Collection,Gezamenlijke scholen Brielle,Bag Number,0.0,pcs
2024-08-14 00:00:00,Textile Collection,ISN Eyup Sultan Hellevoetsluis,Bag Number,24.0,pcs
2024-08-14 00:00:00,Textile Collection,ISN Haci Bayram Veli Drunen,Bag Number,28.0,pcs
2024-08-14 00:00:00,Textile Collection,ISN Mescid-i Kuba Best,Bag Number,40.0,pcs
2024-08-14 00:00:00,Textile Collection,ISN Orhan Gazi 's-Hertogenbosch,Bag Number,32.0,pcs
2024-08-14 00:00:00,Textile Collection,ISN Ulu Bergen op zoom,Bag Number,80.0,pcs
2024-08-14 00:00:00,Textile Collection,ISN Veghel Selimiye,Bag Number,42.0,pcs
2024-08-14 00:00:00,Textile Collection,Kerk Stellendam,Bag Number,30.0,pcs
2024-08-14 00:00:00,Textile Collection,Kringloop Zeeland Serooskerke,Bag Number,64.0,pcs
2024-08-14 00:00:00,Textile Collection,Moskee Arrahma Den Bosch,Bag Number,30.0,pcs
2024-08-14 00:00:00,Textile Collection,OBS De Tiende Penning,Bag Number,5.0,pcs
2024-08-14 00:00:00,Textile Collection,OBS Die Heenetrecht,Bag Number,3.0,pcs
2024-08-14 00:00:00,Textile Collection,Reinis - Branderf,Bag Number,2.0,pcs
2024-08-14 00:00:00,Textile Collection,Reinis - Gemeenlandsedijk Zuid,Bag Number,14.0,pcs
2024-08-14 00:00:00,Textile Collection,Reinis - Nico de Regtplein,Bag Number,15.0,pcs
2024-08-14 00:00:00,Textile Collection,Reinis - Prinses Julianaplein,Bag Number,13.0,pcs
2024-08-14 00:00:00,Textile Collection,School met de Bijbel,Bag Number,15.0,pcs
2024-08-14 00:00:00,Textile Collection,Stichting Turkse Gemeenschap Mevlana Eindhoven,Bag Number,16.0,pcs
2024-08-14 00:00:00,Textile Collection,Verkoopschuur Grijpskerke Kringloop,Bag Number,5.0,pcs
2024-08-14 00:00:00,Textile Collection,Archipelschool De Omnibus,Bag Weight,23.96,kg
2024-08-14 00:00:00,Textile Collection,Archipelschool Het Element,Bag Weight,119.82,kg
2024-08-14 00:00:00,Textile Collection,Archipelschool Tweemaster-kameleon,Bag Weight,57.51,kg
2024-08-14 00:00:00,Textile Collection,Basisschool de Hoogakker,Bag Weight,192.67,kg
2024-08-14 00:00:00,Textile Collection,Basisschool Stellegors,Bag Weight,63.59,kg
2024-08-14 00:00:00,Textile Collection,Bergpadschool,Bag Weight,14.38,kg
2024-08-14 00:00:00,Textile Collection,BS Willibrordus Esch,Bag Weight,264.23,kg
2024-08-14 00:00:00,Textile Collection,De Achtbaan Caenlaan,Bag Weight,220.2,kg
2024-08-14 00:00:00,Textile Collection,De Achtbaan Calaislaan,Bag Weight,22.02,kg
2024-08-14 00:00:00,Textile Collection,De Brielse Veste,Bag Weight,80.94,kg
2024-08-14 00:00:00,Textile Collection,De Lonneboot,Bag Weight,23.96,kg
2024-08-14 00:00:00,Textile Collection,De Talisman,Bag Weight,423.88,kg
2024-08-14 00:00:00,Textile Collection,Dierentehuis 's-Hertogenbosch,Bag Weight,121.11,kg
2024-08-14 00:00:00,Textile Collection,Emmaus Eindhoven,Bag Weight,1100.98,kg
2024-08-14 00:00:00,Textile Collection,Gezamenlijke scholen Brielle,Bag Weight,0.0,kg
2024-08-14 00:00:00,Textile Collection,ISN Eyup Sultan Hellevoetsluis,Bag Weight,138.75,kg
2024-08-14 00:00:00,Textile Collection,ISN Haci Bayram Veli Drunen,Bag Weight,154.14,kg
2024-08-14 00:00:00,Textile Collection,ISN Mescid-i Kuba Best,Bag Weight,220.2,kg
2024-08-14 00:00:00,Textile Collection,ISN Orhan Gazi 's-Hertogenbosch,Bag Weight,176.16,kg
2024-08-14 00:00:00,Textile Collection,ISN Ulu Bergen op zoom,Bag Weight,383.41,kg
2024-08-14 00:00:00,Textile Collection,ISN Veghel Selimiye,Bag Weight,231.21,kg
2024-08-14 00:00:00,Textile Collection,Kerk Stellendam,Bag Weight,173.44,kg
2024-08-14 00:00:00,Textile Collection,Kringloop Zeeland Serooskerke,Bag Weight,306.73,kg
2024-08-14 00:00:00,Textile Collection,Moskee Arrahma Den Bosch,Bag Weight,165.15,kg
2024-08-14 00:00:00,Textile Collection,OBS De Tiende Penning,Bag Weight,28.91,kg
2024-08-14 00:00:00,Textile Collection,OBS Die Heenetrecht,Bag Weight,14.38,kg
2024-08-14 00:00:00,Textile Collection,Reinis - Branderf,Bag Weight,11.56,kg
2024-08-14 00:00:00,Textile Collection,Reinis - Gemeenlandsedijk Zuid,Bag Weight,80.94,kg
2024-08-14 00:00:00,Textile Collection,Reinis - Nico de Regtplein,Bag Weight,86.72,kg
2024-08-14 00:00:00,Textile Collection,Reinis - Prinses Julianaplein,Bag Weight,75.16,kg
2024-08-14 00:00:00,Textile Collection,School met de Bijbel,Bag Weight,71.89,kg
2024-08-14 00:00:00,Textile Collection,Stichting Turkse Gemeenschap Mevlana Eindhoven,Bag Weight,88.08,kg
2024-08-14 00:00:00,Textile Collection,Verkoopschuur Grijpskerke Kringloop,Bag Weight,23.96,kg
2024-08-15 00:00:00,Textile Collection,Basisschool Montessori Delft,Bag Number,6.0,pcs
2024-08-15 00:00:00,Textile Collection,Bremmer schoenen,Bag Number,17.0,pcs
2024-08-15 00:00:00,Textile Collection,De Fontein,Bag Number,3.0,pcs
2024-08-15 00:00:00,Textile Collection,De Reigershof,Bag Number,12.0,pcs
2024-08-15 00:00:00,Textile Collection,Dorpsschool De Bron,Bag Number,25.0,pcs
2024-08-15 00:00:00,Textile Collection,Drielinden,Bag Number,3.0,pcs
2024-08-15 00:00:00,Textile Collection,Fridtjof Nansen,Bag Number,7.0,pcs
2024-08-15 00:00:00,Textile Collection,Gereformeerde Kerk Woubrugge,Bag Number,4.0,pcs
2024-08-15 00:00:00,Textile Collection,Goede Herderkerk,Bag Number,4.0,pcs
2024-08-15 00:00:00,Textile Collection,IKC Kleurrijk,Bag Number,2.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Ahi Evran Den Haag,Bag Number,58.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Emir Sultan Amsterdam,Bag Number,5.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Haci Bayram Amsterdam,Bag Number,90.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Kocatepe Rotterdam,Bag Number,50.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Laleli Rotterdam,Bag Number,50.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Mevlana Rotterdam,Bag Number,90.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Oranje Kultur Merkezi Zoetermeer,Bag Number,40.0,pcs
2024-08-15 00:00:00,Textile Collection,ISN Sultan Ahmet Delft,Bag Number,28.0,pcs
2024-08-15 00:00:00,Textile Collection,Koos Meindersschool,Bag Number,3.0,pcs
2024-08-15 00:00:00,Textile Collection,Kringloopcentrum Zuidoost,Bag Number,0.0,pcs
2024-08-15 00:00:00,Textile Collection,Landzigt,Bag Number,7.0,pcs
2024-08-15 00:00:00,Textile Collection,Moskee Ar-Rahman,Bag Number,23.0,pcs
2024-08-15 00:00:00,Textile Collection,Moskee Ayasofya milli gorus Amsterdam,Bag Number,6.0,pcs
2024-08-15 00:00:00,Textile Collection,Moskee Eyup Sultan Amsterdam,Bag Number,14.0,pcs
2024-08-15 00:00:00,Textile Collection,Moskee Ondort Masumlar,Bag Number,140.0,pcs
2024-08-15 00:00:00,Textile Collection,Nutsbasisschool Boldingh,Bag Number,0.0,pcs
2024-08-15 00:00:00,Textile Collection,OG Heldringschool,Bag Number,10.0,pcs
2024-08-15 00:00:00,Textile Collection,Schildershoeve,Bag Number,8.0,pcs
2024-08-15 00:00:00,Textile Collection,Sint Jozefschool,Bag Number,9.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Birlik Rotterdam,Bag Number,40.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Huis van de wijk De Nieuwe Nachtegaal,Bag Number,15.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Islamic Relief Nederland,Bag Number,55.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Islamitisch Centrum Nieuw West - Slotermeer,Bag Number,2.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Kumbet Amsterdam,Bag Number,0.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Mescidi Ravza Rotterdam,Bag Number,15.0,pcs
2024-08-15 00:00:00,Textile Collection,Stichting Regenboog Amsterdam,Bag Number,8.0,pcs
2024-08-15 00:00:00,Textile Collection,SWS De Wereldweide,Bag Number,13.0,pcs
2024-08-15 00:00:00,Textile Collection,t Waaygat,Bag Number,3.0,pcs
2024-08-15 00:00:00,Textile Collection,Tamarschool,Bag Number,32.0,pcs
2024-08-15 00:00:00,Textile Collection,Widar,Bag Number,13.0,pcs
2024-08-15 00:00:00,Textile Collection,Basisschool Montessori Delft,Bag Weight,29.28,kg
2024-08-15 00:00:00,Textile Collection,Bremmer schoenen,Bag Weight,82.95,kg
2024-08-15 00:00:00,Textile Collection,De Fontein,Bag Weight,17.84,kg
2024-08-15 00:00:00,Textile Collection,De Reigershof,Bag Weight,58.55,kg
2024-08-15 00:00:00,Textile Collection,Dorpsschool De Bron,Bag Weight,121.98,kg
2024-08-15 00:00:00,Textile Collection,Drielinden,Bag Weight,14.64,kg
2024-08-15 00:00:00,Textile Collection,Fridtjof Nansen,Bag Weight,34.15,kg
2024-08-15 00:00:00,Textile Collection,Gereformeerde Kerk Woubrugge,Bag Weight,23.79,kg
2024-08-15 00:00:00,Textile Collection,Goede Herderkerk,Bag Weight,20.3,kg
2024-08-15 00:00:00,Textile Collection,IKC Kleurrijk,Bag Weight,9.76,kg
2024-08-15 00:00:00,Textile Collection,ISN Ahi Evran Den Haag,Bag Weight,283.0,kg
2024-08-15 00:00:00,Textile Collection,ISN Emir Sultan Amsterdam,Bag Weight,29.74,kg
2024-08-15 00:00:00,Textile Collection,ISN Haci Bayram Amsterdam,Bag Weight,535.34,kg
2024-08-15 00:00:00,Textile Collection,ISN Kocatepe Rotterdam,Bag Weight,503.78999999999996,kg
2024-08-15 00:00:00,Textile Collection,ISN Laleli Rotterdam,Bag Weight,503.78999999999996,kg
2024-08-15 00:00:00,Textile Collection,ISN Mevlana Rotterdam,Bag Weight,456.82,kg
2024-08-15 00:00:00,Textile Collection,ISN Oranje Kultur Merkezi Zoetermeer,Bag Weight,195.17,kg
2024-08-15 00:00:00,Textile Collection,ISN Sultan Ahmet Delft,Bag Weight,136.62,kg
2024-08-15 00:00:00,Textile Collection,Koos Meindersschool,Bag Weight,14.64,kg
2024-08-15 00:00:00,Textile Collection,Kringloopcentrum Zuidoost,Bag Weight,0.0,kg
2024-08-15 00:00:00,Textile Collection,Landzigt,Bag Weight,34.15,kg
2024-08-15 00:00:00,Textile Collection,Moskee Ar-Rahman,Bag Weight,136.81,kg
2024-08-15 00:00:00,Textile Collection,Moskee Ayasofya milli gorus Amsterdam,Bag Weight,35.69,kg
2024-08-15 00:00:00,Textile Collection,Moskee Eyup Sultan Amsterdam,Bag Weight,83.28,kg
2024-08-15 00:00:00,Textile Collection,Moskee Ondort Masumlar,Bag Weight,683.09,kg
2024-08-15 00:00:00,Textile Collection,Nutsbasisschool Boldingh,Bag Weight,0.0,kg
2024-08-15 00:00:00,Textile Collection,OG Heldringschool,Bag Weight,48.79,kg
2024-08-15 00:00:00,Textile Collection,Schildershoeve,Bag Weight,39.03,kg
2024-08-15 00:00:00,Textile Collection,Sint Jozefschool,Bag Weight,53.53,kg
2024-08-15 00:00:00,Textile Collection,Stichting Birlik Rotterdam,Bag Weight,403.03,kg
2024-08-15 00:00:00,Textile Collection,Stichting Huis van de wijk De Nieuwe Nachtegaal,Bag Weight,151.14,kg
2024-08-15 00:00:00,Textile Collection,Stichting Islamic Relief Nederland,Bag Weight,327.16,kg
2024-08-15 00:00:00,Textile Collection,Stichting Islamitisch Centrum Nieuw West - Slotermeer,Bag Weight,11.9,kg
2024-08-15 00:00:00,Textile Collection,Stichting Kumbet Amsterdam,Bag Weight,0.0,kg
2024-08-15 00:00:00,Textile Collection,Stichting Mescidi Ravza Rotterdam,Bag Weight,151.14,kg
2024-08-15 00:00:00,Textile Collection,Stichting Regenboog Amsterdam,Bag Weight,47.59,kg
2024-08-15 00:00:00,Textile Collection,SWS De Wereldweide,Bag Weight,77.33,kg
2024-08-15 00:00:00,Textile Collection,t Waaygat,Bag Weight,14.64,kg
2024-08-15 00:00:00,Textile Collection,Tamarschool,Bag Weight,156.14,kg
2024-08-15 00:00:00,Textile Collection,Widar,Bag Weight,63.43,kg
2024-08-16 00:00:00,Textile Collection,Basisschool Radewijnsz,Bag Number,10.0,pcs
2024-08-16 00:00:00,Textile Collection,Blauwe Aventurijn,Bag Number,7.0,pcs
2024-08-16 00:00:00,Textile Collection,De Regenboog,Bag Number,30.0,pcs
2024-08-16 00:00:00,Textile Collection,Ecokring Houten,Bag Number,90.0,pcs
2024-08-16 00:00:00,Textile Collection,Emmaus Overvecht,Bag Number,390.0,pcs
2024-08-16 00:00:00,Textile Collection,IKC Wereldwijs,Bag Number,25.0,pcs
2024-08-16 00:00:00,Textile Collection,ISN Anadolu Leerdam,Bag Number,20.0,pcs
2024-08-16 00:00:00,Textile Collection,ISN Eyup Sultan Utrecht,Bag Number,90.0,pcs
2024-08-16 00:00:00,Textile Collection,ISN Mimar Sinan Leiden,Bag Number,120.0,pcs
2024-08-16 00:00:00,Textile Collection,ISN Ulu Utrecht,Bag Number,0.0,pcs
2024-08-16 00:00:00,Textile Collection,Jenaplanschool de Waterval,Bag Number,10.0,pcs
2024-08-16 00:00:00,Textile Collection,Mili Gorus Zaandam,Bag Number,13.0,pcs
2024-08-16 00:00:00,Textile Collection,Milieustraat Lansingerland,Bag Number,165.0,pcs
2024-08-16 00:00:00,Textile Collection,Milli gorus Fatih Haarlem,Bag Number,19.0,pcs
2024-08-16 00:00:00,Textile Collection,Moskee Fatih Sultan Leiden,Bag Number,40.0,pcs
2024-08-16 00:00:00,Textile Collection,Moskee Furkan Haarlem,Bag Number,10.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Fregat,Bag Number,10.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Hadewychplaats,Bag Number,85.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Hoeklaan,Bag Number,37.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Meester P.J. Oudweg,Bag Number,60.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Milieustraat Mosterweg,Bag Number,121.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Rivierlaan,Bag Number,35.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Selma Lagerlofstraat,Bag Number,28.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Number,42.0,pcs
2024-08-16 00:00:00,Textile Collection,Reinis - Vlinderveen,Bag Number,30.0,pcs
2024-08-16 00:00:00,Textile Collection,Sint Jan Baptist,Bag Number,10.0,pcs
2024-08-16 00:00:00,Textile Collection,Stichting Europa Oost-Turkistan Educatie Centrum,Bag Number,53.0,pcs
2024-08-16 00:00:00,Textile Collection,Stichting Sociaal Centrum De Brug Leerdam,Bag Number,16.0,pcs
2024-08-16 00:00:00,Textile Collection,Van Asch van Wijckschool,Bag Number,33.0,pcs
2024-08-16 00:00:00,Textile Collection,Voorwegschool,Bag Number,7.0,pcs
2024-08-16 00:00:00,Textile Collection,Waldorf aan Zee,Bag Number,14.0,pcs
2024-08-16 00:00:00,Textile Collection,Wawollie Utrecht,Bag Number,71.0,pcs
2024-08-16 00:00:00,Textile Collection,Weggeefwinkel Leiden,Bag Number,0.0,pcs
2024-08-16 00:00:00,Textile Collection,Basisschool Radewijnsz,Bag Weight,49.74,kg
2024-08-16 00:00:00,Textile Collection,Blauwe Aventurijn,Bag Weight,34.82,kg
2024-08-16 00:00:00,Textile Collection,De Regenboog,Bag Weight,167.11,kg
2024-08-16 00:00:00,Textile Collection,Ecokring Houten,Bag Weight,447.69,kg
2024-08-16 00:00:00,Textile Collection,Emmaus Overvecht,Bag Weight,1940.0,kg
2024-08-16 00:00:00,Textile Collection,IKC Wereldwijs,Bag Weight,139.26,kg
2024-08-16 00:00:00,Textile Collection,ISN Anadolu Leerdam,Bag Weight,99.49,kg
2024-08-16 00:00:00,Textile Collection,ISN Eyup Sultan Utrecht,Bag Weight,447.69,kg
2024-08-16 00:00:00,Textile Collection,ISN Mimar Sinan Leiden,Bag Weight,668.46,kg
2024-08-16 00:00:00,Textile Collection,ISN Ulu Utrecht,Bag Weight,0.0,kg
2024-08-16 00:00:00,Textile Collection,Jenaplanschool de Waterval,Bag Weight,55.7,kg
2024-08-16 00:00:00,Textile Collection,Mili Gorus Zaandam,Bag Weight,72.42,kg
2024-08-16 00:00:00,Textile Collection,Milieustraat Lansingerland,Bag Weight,726.92,kg
2024-08-16 00:00:00,Textile Collection,Milli gorus Fatih Haarlem,Bag Weight,105.84,kg
2024-08-16 00:00:00,Textile Collection,Moskee Fatih Sultan Leiden,Bag Weight,222.82,kg
2024-08-16 00:00:00,Textile Collection,Moskee Furkan Haarlem,Bag Weight,55.7,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Fregat,Bag Weight,45.87,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Hadewychplaats,Bag Weight,389.91,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Hoeklaan,Bag Weight,169.72,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Meester P.J. Oudweg,Bag Weight,275.23,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Milieustraat Mosterweg,Bag Weight,533.08,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Rivierlaan,Bag Weight,160.55,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Selma Lagerlofstraat,Bag Weight,128.44,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Sterrenhof,Bag Weight,192.66,kg
2024-08-16 00:00:00,Textile Collection,Reinis - Vlinderveen,Bag Weight,137.61,kg
2024-08-16 00:00:00,Textile Collection,Sint Jan Baptist,Bag Weight,55.7,kg
2024-08-16 00:00:00,Textile Collection,Stichting Europa Oost-Turkistan Educatie Centrum,Bag Weight,263.64,kg
2024-08-16 00:00:00,Textile Collection,Stichting Sociaal Centrum De Brug Leerdam,Bag Weight,79.59,kg
2024-08-16 00:00:00,Textile Collection,Van Asch van Wijckschool,Bag Weight,164.15,kg
2024-08-16 00:00:00,Textile Collection,Voorwegschool,Bag Weight,38.99,kg
2024-08-16 00:00:00,Textile Collection,Waldorf aan Zee,Bag Weight,77.99,kg
2024-08-16 00:00:00,Textile Collection,Wawollie Utrecht,Bag Weight,353.18,kg
2024-08-16 00:00:00,Textile Collection,Weggeefwinkel Leiden,Bag Weight,0.0,kg
2024-08-19 00:00:00,Textile Collection,Albert Plesman IKC,Bag Number,20.0,pcs
2024-08-19 00:00:00,Textile Collection,Albert Schweitzerschool,Bag Number,4.0,pcs
2024-08-19 00:00:00,Textile Collection,Aldi Nieuwerkerk,Bag Number,6.0,pcs
